GSM1308261|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Yamanaka factors|Genetic
GSM1308262|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Yamanaka factors|Genetic
GSM1308263|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Yamanaka factors|Genetic
GSM1308264|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Yamanaka factors|Genetic
GSM1308265|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Yamanaka factors|Genetic
GSM1308266|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Yamanaka factors|Genetic
GSM1308267|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Yamanaka factors|Genetic
GSM1308268|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Yamanaka factors|Genetic
GSM1308269|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Yamanaka factors|Genetic
GSM1308270|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Thomson factors|Genetic
GSM1308271|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Thomson factors|Genetic
GSM1308272|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Thomson factors|Genetic
GSM1308273|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Thomson factors|Genetic
GSM1308274|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Thomson factors|Genetic
GSM1308275|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Induced pluripotent stem cells|in_vitro|N/A|N/A|Thomson factors|Genetic
GSM1308276|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Embryonic stem cells|in_vitro|N/A|N/A|N/A|N/A
GSM1308277|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Parental fibroblasts|in_vitro|N/A|N/A|N/A|N/A
GSM1308278|N/A|N/A|N/A|N/A|N/A|healthy|Cells|Parental fibroblasts|in_vitro|N/A|N/A|N/A|N/A
