GSM4306666|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|No treatment|None
GSM4306667|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|No treatment|None
GSM4306668|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine|Small Molecule
GSM4306669|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine|Small Molecule
GSM4306670|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine and Vitamin C|Small Molecule
GSM4306671|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine and Vitamin C|Small Molecule
GSM4306672|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|No treatment|None
GSM4306673|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|No treatment|None
GSM4306674|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine|Small Molecule
GSM4306675|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine|Small Molecule
GSM4306676|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine and Vitamin C|Small Molecule
GSM4306677|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine and Vitamin C|Small Molecule
GSM4306678|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|No treatment|None
GSM4306679|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine|Small Molecule
GSM4306680|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine and Vitamin C|Small Molecule
GSM4306681|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|No treatment|None
GSM4306682|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine|Small Molecule
GSM4306683|N/A|N/A|N/A|N/A|N/A|N/A|Cells|NCCIT pluripotent embryonal carcinoma|in_vitro|N/A|N/A|5'aza-2'deoxycytidine and Vitamin C|Small Molecule
