GSM1412625|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412626|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412627|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412628|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412629|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412630|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412631|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412632|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412633|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412634|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412635|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412636|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412637|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412638|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412639|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412640|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412641|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412642|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412643|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412644|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412645|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412646|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412647|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412648|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412649|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412650|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412651|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412652|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412653|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412654|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412655|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412656|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412657|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412658|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412659|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412660|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412661|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412662|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412663|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412664|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412665|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412666|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412667|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412668|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412669|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
GSM1412670|N/A|N/A|N/A|N/A|N/A|N/A|Bladder|Human exfoliated bladder uroepithelial cells|in_vivo|N/A|N/A|N/A|Environmental
