GSM2200422|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Disease|Cells|macrophage-like U937 cells|in_vitro|case|infected 2 hours|Burkholderia pseudomallei|Disease
GSM2200423|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Disease|Cells|macrophage-like U937 cells|in_vitro|case|infected 2 hours|Burkholderia pseudomallei|Disease
GSM2200424|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Healthy|Cells|macrophage-like U937 cells|in_vitro|ctrl|uninfected 2 hours|N/A|N/A
GSM2200425|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Healthy|Cells|macrophage-like U937 cells|in_vitro|ctrl|uninfected 2 hours|N/A|N/A
GSM2200426|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Disease|Cells|macrophage-like U937 cells|in_vitro|case|infected 4 hours|Burkholderia pseudomallei|Disease
GSM2200427|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Disease|Cells|macrophage-like U937 cells|in_vitro|case|infected 4 hours|Burkholderia pseudomallei|Disease
GSM2200428|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Disease|Cells|macrophage-like U937 cells|in_vitro|case|infected 4 hours|Burkholderia pseudomallei|Disease
GSM2200429|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Disease|Cells|macrophage-like U937 cells|in_vitro|case|infected 4 hours|Burkholderia pseudomallei|Disease
GSM2200430|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Healthy|Cells|macrophage-like U937 cells|in_vitro|ctrl|uninfected 4 hours|N/A|N/A
GSM2200431|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Healthy|Cells|macrophage-like U937 cells|in_vitro|ctrl|uninfected 4 hours|N/A|N/A
GSM2200432|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Disease|Cells|macrophage-like U937 cells|in_vitro|case|infected 1 hour|Burkholderia pseudomallei|Disease
GSM2200433|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Healthy|Cells|macrophage-like U937 cells|in_vitro|ctrl|uninfected 1 hour|N/A|N/A
GSM2200434|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Disease|Cells|macrophage-like U937 cells|in_vitro|case|infected 2 hours|Burkholderia pseudomallei|Disease
GSM2200435|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Healthy|Cells|macrophage-like U937 cells|in_vitro|ctrl|uninfected 2 hours|N/A|N/A
GSM2200436|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Disease|Cells|macrophage-like U937 cells|in_vitro|case|infected 3 hours|Burkholderia pseudomallei|Disease
GSM2200437|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Healthy|Cells|macrophage-like U937 cells|in_vitro|ctrl|uninfected 3 hours|N/A|N/A
GSM2200438|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Disease|Cells|macrophage-like U937 cells|in_vitro|case|infected 4 hours|Burkholderia pseudomallei|Disease
GSM2200439|N/A|N/A|N/A|N/A|macrophage-like U937 cells|Healthy|Cells|macrophage-like U937 cells|in_vitro|ctrl|uninfected 4 hours|N/A|N/A
