GSM2495117|N/A|N/A|M|63|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495118|N/A|N/A|M|87|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495119|N/A|N/A|M|42|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495120|N/A|N/A|M|18|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495121|N/A|N/A|M|81|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495122|N/A|N/A|M|83|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495123|N/A|N/A|M|20|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495124|N/A|N/A|F|72|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495125|N/A|N/A|M|55|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495126|N/A|N/A|F|76|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495127|N/A|N/A|M|28|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495128|N/A|N/A|F|68|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495129|N/A|N/A|M|61|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495130|N/A|N/A|F|81|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495131|N/A|N/A|F|81|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495132|N/A|N/A|M|26|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495133|N/A|N/A|M|64|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495134|N/A|N/A|M|15|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495135|N/A|N/A|M|63|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495136|N/A|N/A|M|87|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495137|N/A|N/A|M|42|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495138|N/A|N/A|M|18|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495139|N/A|N/A|M|81|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495140|N/A|N/A|M|83|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495141|N/A|N/A|M|20|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495142|N/A|N/A|F|72|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495143|N/A|N/A|M|55|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2495144|N/A|N/A|M|28|N/A|N/A|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
