GSM2432868|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2432869|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2432870|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2432871|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2432872|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2432873|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2432874|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2432875|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2432876|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2432877|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|REPLI-g|Genetic
GSM2432878|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|REPLI-g|Genetic
GSM2432879|N/A|N/A|N/A|N/A|N/A|Brain Tumor|Brain|N/A|in_vivo|N/A|N/A|REPLI-g|Genetic
