GSM1226060|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226061|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226062|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226063|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226064|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226065|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226066|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226067|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226068|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226069|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226070|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226071|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226072|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226073|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226074|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226075|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226076|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226077|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226078|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226079|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226080|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226081|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226082|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226083|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226084|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226085|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226086|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226087|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226088|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226089|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226095|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226097|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226099|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226110|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226114|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226108|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226098|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226111|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226106|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226102|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226104|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226091|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226092|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226094|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226109|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226101|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226113|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226118|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226116|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226120|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226093|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226096|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226090|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226100|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|low_aggressivity|none|Disease
GSM1226119|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226112|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226103|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226117|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|high_aggressivity|none|Disease
GSM1226115|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|ctrl|moderate_aggressivity|none|Disease
GSM1226105|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
GSM1226107|N/A|N/A|N/A|N/A|N/A|N/A|Cells|T cell|in_vitro|case|chronic_aggressivity|none|Disease
