GSM3939025|N/A|N/A|N/A|N/A|N/A|Healthy|Pancreas|N/A|in_vivo|ctrl|Normal_pancreas_donor_F|N/A|N/A
GSM3939026|N/A|N/A|N/A|N/A|N/A|Healthy|Pancreas|N/A|in_vivo|ctrl|Normal_pancreas_donor_G|N/A|N/A
GSM3939027|N/A|N/A|N/A|N/A|N/A|Healthy|Pancreas|N/A|in_vivo|ctrl|Normal_pancreas_donor_H|N/A|N/A
GSM3939028|N/A|N/A|N/A|N/A|N/A|Healthy|Pancreas|HPDE|in_vitro|ctrl|HPDE_rep1|N/A|N/A
GSM3939029|N/A|N/A|N/A|N/A|N/A|Healthy|Pancreas|HPDE|in_vitro|ctrl|HPDE_rep2|N/A|N/A
GSM3939030|N/A|N/A|N/A|N/A|N/A|Pancreatic_ductal_adenocarcinoma|Pancreas|PACO2|in_vitro|case|PDAC_primary_cell_line_PACO2|N/A|Disease
GSM3939031|N/A|N/A|N/A|N/A|N/A|Pancreatic_ductal_adenocarcinoma|Pancreas|PACO3|in_vitro|case|PDAC_primary_cell_line_PACO3|N/A|Disease
GSM3939032|N/A|N/A|N/A|N/A|N/A|Pancreatic_ductal_adenocarcinoma|Pancreas|PACO14|in_vitro|case|PDAC_primary_cell_line_PACO14|N/A|Disease
GSM3939033|N/A|N/A|N/A|N/A|N/A|Pancreatic_ductal_adenocarcinoma|Pancreas|PACO17|in_vitro|case|PDAC_primary_cell_line_PACO17|N/A|Disease
GSM3939034|N/A|N/A|N/A|N/A|N/A|Pancreatic_ductal_adenocarcinoma|Pancreas|PACO18|in_vitro|case|PDAC_primary_cell_line_PACO18|N/A|Disease
GSM3939035|N/A|N/A|N/A|N/A|N/A|Pancreatic_ductal_adenocarcinoma|Pancreas|PACO20|in_vitro|case|PDAC_primary_cell_line_PACO20|N/A|Disease
GSM3939036|N/A|N/A|N/A|N/A|N/A|Pancreatic_ductal_adenocarcinoma|Pancreas|PACO28|in_vitro|case|PDAC_primary_cell_line_PACO28|N/A|Disease
GSM3939037|N/A|N/A|N/A|N/A|N/A|Pancreatic_ductal_adenocarcinoma|Pancreas|N/A|in_vivo|case|Primary_PDX_PDAC1|N/A|Disease
