GSM2496118|N/A|N/A|N/A|N/A|N/A|Healthy|Skin|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM2496119|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|case|N/A|OSKM-lentiviral vector|Genetic
GSM2496120|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|case|N/A|OSKM-lentiviral vector|Genetic
GSM2496121|N/A|N/A|N/A|N/A|N/A|Healthy|Skin|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM2496122|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|case|N/A|OSKM-lentiviral vector|Genetic
GSM2496123|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|case|N/A|OSKM-lentiviral vector|Genetic
GSM2496124|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM2496125|N/A|N/A|N/A|N/A|N/A|Healthy|Skin|N/A|in_vitro|case|N/A|OSKM-lentiviral vector|Genetic
GSM2496126|N/A|N/A|N/A|N/A|N/A|Healthy|Skin|N/A|in_vitro|case|N/A|OSKM-lentiviral vector|Genetic
GSM2496127|N/A|N/A|N/A|N/A|N/A|Healthy|Skin|N/A|in_vitro|case|N/A|KAP1/TRIM28 knockdown|Genetic
GSM2496128|N/A|N/A|N/A|N/A|N/A|Healthy|Skin|N/A|in_vitro|case|N/A|KAP1/TRIM28 knockdown|Genetic
GSM2496129|N/A|N/A|N/A|N/A|N/A|Healthy|Skin|N/A|in_vitro|case|N/A|KAP1/TRIM28 knockdown|Genetic
GSM2496130|N/A|N/A|N/A|N/A|N/A|Healthy|Skin|N/A|in_vitro|case|N/A|KAP1/TRIM28 knockdown|Genetic
