GSM1439943|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439944|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439945|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439946|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439947|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439948|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439949|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439950|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439951|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439952|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439953|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439954|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439955|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439956|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439957|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439958|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439959|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439960|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439961|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439962|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439963|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439964|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439965|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439966|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439967|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439968|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439969|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439970|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439971|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439972|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439973|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439974|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439975|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439976|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439977|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439978|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439979|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439980|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439981|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439982|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439983|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439984|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439985|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439986|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439987|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439988|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439989|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM1439990|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
