GSM3133357|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133358|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133359|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133360|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133361|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133362|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133363|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133364|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133365|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133366|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133367|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133368|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133369|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133370|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133371|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133372|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133373|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133374|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133375|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133376|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133377|N/A|N/A|M|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133378|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133379|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
GSM3133380|N/A|N/A|F|N/A|N/A|Healthy|Cells|Lymphoblastoid cell lines|in_vitro|ctrl|N/A|N/A|N/A
