GSM1040308|N/A|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1040309|N/A|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1040310|N/A|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1040311|N/A|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1040312|N/A|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1040313|N/A|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1040314|N/A|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1040315|N/A|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1040316|N/A|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1040317|N/A|N/A|N/A|N/A|N/A|Healthy|Other|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1040318|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040319|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040320|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040321|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040322|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040323|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040324|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040325|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040326|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040327|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040328|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
GSM1040329|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|N/A|in_vitro|N/A|N/A|Retrovirus|Genetic
