GSM5952338|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 4 hrs|PBS control|None
GSM5952339|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 4 hrs|Glycine chloramine|Small Molecule
GSM5952340|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 72 hrs|Glycine chloramine|Small Molecule
GSM5952341|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 4 hrs|Glycine chloramine|Small Molecule
GSM5952342|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 72 hrs|PBS control|None
GSM5952343|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 4 hrs|PBS control|None
GSM5952344|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 72 hrs|PBS control|None
GSM5952345|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 4 hrs|Glycine chloramine|Small Molecule
GSM5952346|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 4 hrs|PBS control|None
GSM5952347|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 72 hrs|Glycine chloramine|Small Molecule
GSM5952348|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 72 hrs|PBS control|None
GSM5952349|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 72 hrs|Glycine chloramine|Small Molecule
GSM5952350|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 4 hrs|PBS control|None
GSM5952351|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 72 hrs|Glycine chloramine|Small Molecule
GSM5952352|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 4 hrs|Glycine chloramine|Small Molecule
GSM5952353|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 72 hrs|PBS control|None
GSM5952354|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 4 hrs|Glycine chloramine|Small Molecule
GSM5952355|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 4 hrs|PBS control|None
GSM5952356|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 72 hrs|PBS control|None
GSM5952357|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 4 hrs|Glycine chloramine|Small Molecule
GSM5952358|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 4 hrs|PBS control|None
GSM5952359|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 72 hrs|Glycine chloramine|Small Molecule
GSM5952360|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|ctrl|Control 72 hrs|PBS control|None
GSM5952361|N/A|N/A|M|N/A|N/A|Healthy|Cells|Jurkat T-Lymphoma|in_vitro|case|Treatment 72 hrs|Glycine chloramine|Small Molecule
