GSM5481575|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481576|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481577|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481578|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481579|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481580|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481581|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481582|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481583|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481584|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481585|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM5481586|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|N/A|N/A|N/A|N/A
