GSM4079621|N/A|N/A|N/A|N/A|N/A|Healthy|Skin|N/A|in_vitro|ctrl|control|N/A|Disease
GSM4079622|N/A|N/A|N/A|N/A|N/A|Healthy|Skin|N/A|in_vitro|ctrl|control|N/A|Disease
GSM4079623|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079624|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079625|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079626|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079627|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079628|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079629|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079630|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079631|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079632|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079633|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079634|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079635|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079636|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
GSM4079637|N/A|N/A|N/A|N/A|N/A|Melanoma|Skin|N/A|in_vitro|case|PLX4032 resistance clone|PLX4032|Disease
