GSM5494669|N/A|N/A|F|N/A|N/A|Glioblastoma|Brain|BTSC23|in_vitro|N/A|N/A|N/A|Disease
GSM5494670|N/A|N/A|F|N/A|N/A|Glioblastoma|Brain|BTSC23|in_vitro|N/A|N/A|N/A|Disease
GSM5494671|N/A|N/A|M|N/A|N/A|Glioblastoma|Brain|GBM-1|in_vitro|N/A|N/A|N/A|Disease
GSM5494672|N/A|N/A|M|N/A|N/A|Glioblastoma|Brain|GBM-1|in_vitro|N/A|N/A|N/A|Disease
GSM5494673|N/A|N/A|F|N/A|N/A|Glioblastoma|Brain|JHH520|in_vitro|N/A|N/A|N/A|Disease
GSM5494674|N/A|N/A|F|N/A|N/A|Glioblastoma|Brain|JHH520|in_vitro|N/A|N/A|N/A|Disease
GSM5494675|N/A|N/A|F|N/A|N/A|Glioblastoma|Brain|NCH644|in_vitro|N/A|N/A|N/A|Disease
GSM5494676|N/A|N/A|F|N/A|N/A|Glioblastoma|Brain|NCH644|in_vitro|N/A|N/A|N/A|Disease
GSM5494677|N/A|N/A|F|N/A|N/A|Glioblastoma|Brain|BTSC349|in_vitro|N/A|N/A|N/A|Disease
GSM5494678|N/A|N/A|F|N/A|N/A|Glioblastoma|Brain|BTSC349|in_vitro|N/A|N/A|N/A|Disease
GSM5494679|N/A|N/A|F|N/A|N/A|Glioblastoma|Brain|BTSC233|in_vitro|N/A|N/A|N/A|Disease
GSM5494680|N/A|N/A|F|N/A|N/A|Glioblastoma|Brain|BTSC233|in_vitro|N/A|N/A|N/A|Disease
GSM5494681|N/A|N/A|M|N/A|N/A|Glioblastoma|Brain|BTSC268|in_vitro|N/A|N/A|N/A|Disease
GSM5494682|N/A|N/A|M|N/A|N/A|Glioblastoma|Brain|BTSC268|in_vitro|N/A|N/A|N/A|Disease
