GSM1701970|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|HOTAIR overexpression|lzrs-HOTAIR plasmid transduced|Genetic
GSM1701971|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|HOTAIR overexpression|lzrs-HOTAIR plasmid transduced|Genetic
GSM1701972|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|HOTAIR overexpression|lzrs-HOTAIR plasmid transduced|Genetic
GSM1701973|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|Control of Overexpression|lzrs-GFP plasmid transduced|Genetic
GSM1701974|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|Control of Overexpression|lzrs-GFP plasmid transduced|Genetic
GSM1701975|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|Control of Overexpression|lzrs-GFP plasmid transduced|Genetic
GSM1701976|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|HOTAIR knockdown|HOTAIR siRNA transfection|Genetic
GSM1701977|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|HOTAIR knockdown|HOTAIR siRNA transfection|Genetic
GSM1701978|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|HOTAIR knockdown|HOTAIR siRNA transfection|Genetic
GSM1701979|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|Control of Knockdown|ANRIL siRNA transfection|Genetic
GSM1701980|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|Control of Knockdown|ANRIL siRNA transfection|Genetic
GSM1701981|N/A|N/A|N/A|N/A|N/A|N/A|Other|Mesenchymal Stromal Cells|in_vitro|N/A|Control of Knockdown|ANRIL siRNA transfection|Genetic
