GSM1492889|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|ctrl|Control|N/A|N/A
GSM1492890|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|ctrl|Control|N/A|N/A
GSM1492891|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|ctrl|Control|N/A|N/A
GSM1492892|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|ctrl|Control|N/A|N/A
GSM1492893|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|ctrl|Control|N/A|N/A
GSM1492894|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|ctrl|Control|N/A|N/A
GSM1492895|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|Hollow Fibre|N/A|Environmental
GSM1492896|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|Hollow Fibre|N/A|Environmental
GSM1492897|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|Hollow Fibre|N/A|Environmental
GSM1492898|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|Hollow Fibre|N/A|Environmental
GSM1492899|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|Hollow Fibre|N/A|Environmental
GSM1492900|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|IL-15|N/A|Small Molecule
GSM1492901|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|IL-15|N/A|Small Molecule
GSM1492902|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|IL-15|N/A|Small Molecule
GSM1492903|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|IL-15|N/A|Small Molecule
GSM1492904|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|IL-15|N/A|Small Molecule
GSM1492905|N/A|N/A|N/A|N/A|N/A|N/A|Other|N/A|in_vitro|case|IL-15|N/A|Small Molecule
