GSM1633593|N/A|N/A|N/A|N/A|N/A|N/A|Lung|EKVX|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633594|N/A|N/A|N/A|N/A|N/A|N/A|Skin|UACC_257|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633595|N/A|N/A|N/A|N/A|N/A|N/A|Skin|M14|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633596|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|CCRF_CEM|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633597|N/A|N/A|N/A|N/A|N/A|N/A|Colon|HCT_116|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633598|N/A|N/A|N/A|N/A|N/A|N/A|Prostate|PC_3|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633599|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|NCI_ADR_RES|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633600|N/A|N/A|N/A|N/A|N/A|N/A|Colon|HT29|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633601|N/A|N/A|N/A|N/A|N/A|N/A|Skin|MALME_3M|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633602|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVCAR_5|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633603|N/A|N/A|N/A|N/A|N/A|N/A|Lung|NCI_H23|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633604|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|HL_60|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633605|N/A|N/A|N/A|N/A|N/A|N/A|Colon|HCC_2998|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633606|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|SR|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633607|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW_620|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633608|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|SK_OV_3|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633609|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HS578T|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633610|N/A|N/A|N/A|N/A|N/A|N/A|Brain|U251|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633611|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|K_562|in_vitro|N/A|N/A|cisplatin|Disease
GSM1633612|N/A|N/A|N/A|N/A|N/A|N/A|Skin|UACC_62|in_vitro|N/A|N/A|cisplatin|Disease
