GSM4288071|18499|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|ctrl|normoxia|N/A|None
GSM4288072|18499|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|hypoxia|N/A|Environmental
GSM4288073|18499|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation1|N/A|Environmental
GSM4288074|18499|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation2|N/A|Environmental
GSM4288075|18505|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|ctrl|normoxia|N/A|None
GSM4288076|18505|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|hypoxia|N/A|Environmental
GSM4288077|18505|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation1|N/A|Environmental
GSM4288078|18505|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation2|N/A|Environmental
GSM4288079|18511|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|ctrl|normoxia|N/A|None
GSM4288080|18511|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|hypoxia|N/A|Environmental
GSM4288081|18511|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation1|N/A|Environmental
GSM4288082|18511|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation2|N/A|Environmental
GSM4288083|18520|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|ctrl|normoxia|N/A|None
GSM4288084|18520|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|hypoxia|N/A|Environmental
GSM4288085|18520|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation1|N/A|Environmental
GSM4288086|18520|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation2|N/A|Environmental
GSM4288087|18855|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|ctrl|normoxia|N/A|None
GSM4288088|18855|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|hypoxia|N/A|Environmental
GSM4288089|18855|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation1|N/A|Environmental
GSM4288090|18855|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation2|N/A|Environmental
GSM4288091|18858|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|ctrl|normoxia|N/A|None
GSM4288092|18858|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|hypoxia|N/A|Environmental
GSM4288093|18858|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation1|N/A|Environmental
GSM4288094|18858|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation2|N/A|Environmental
GSM4288095|18912|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|ctrl|normoxia|N/A|None
GSM4288096|18912|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|hypoxia|N/A|Environmental
GSM4288097|18912|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation1|N/A|Environmental
GSM4288098|18912|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation2|N/A|Environmental
GSM4288099|19098|Black|M|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|ctrl|normoxia|N/A|None
GSM4288100|19098|Black|M|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|hypoxia|N/A|Environmental
GSM4288101|19098|Black|M|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation1|N/A|Environmental
GSM4288102|19098|Black|M|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation2|N/A|Environmental
GSM4288103|19101|Black|M|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|ctrl|normoxia|N/A|None
GSM4288104|19101|Black|M|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|hypoxia|N/A|Environmental
GSM4288105|19101|Black|M|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation1|N/A|Environmental
GSM4288106|19101|Black|M|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|case|re-oxygenation2|N/A|Environmental
GSM4288107|19108|Black|F|N/A|N/A|Healthy|Cells|induced pluripotent stem cell-derived cardiomyocytes|in_vitro|ctrl|normoxia|N/A|None
