GSM2309154|N/A|N/A|N/A|N/A|N/A|prostate cancer|Prostate|LNCaP|in_vitro|N/A|N/A|N/A|Disease
GSM2309155|N/A|N/A|N/A|N/A|N/A|prostate cancer|Prostate|LNCaP|in_vitro|N/A|N/A|N/A|Disease
GSM2309156|N/A|N/A|N/A|N/A|N/A|N/A|Prostate|PrEC|in_vitro|N/A|N/A|N/A|N/A
GSM2309157|N/A|N/A|N/A|N/A|N/A|N/A|Prostate|PrEC|in_vitro|N/A|N/A|N/A|N/A
GSM2309158|N/A|N/A|N/A|N/A|N/A|N/A|N/A|CAF|in_vitro|N/A|N/A|N/A|N/A
GSM2309159|N/A|N/A|N/A|N/A|N/A|N/A|N/A|CAF|in_vitro|N/A|N/A|N/A|N/A
GSM2309160|N/A|N/A|N/A|N/A|N/A|N/A|N/A|CAF|in_vitro|N/A|N/A|N/A|N/A
GSM2309161|N/A|N/A|N/A|N/A|N/A|N/A|N/A|NAF|in_vitro|N/A|N/A|N/A|N/A
GSM2309162|N/A|N/A|N/A|N/A|N/A|N/A|N/A|NAF|in_vitro|N/A|N/A|N/A|N/A
GSM2309163|N/A|N/A|N/A|N/A|N/A|N/A|N/A|NAF|in_vitro|N/A|N/A|N/A|N/A
GSM2309164|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2309165|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2309166|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2309167|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM2309168|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
