GSM1480238|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|TFK1|in_vitro|ctrl|TFK1_control|none|None
GSM1480239|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|TFK1|in_vitro|ctrl|TFK1_control|none|None
GSM1480240|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|TFK1|in_vitro|ctrl|TFK1_control|none|None
GSM1480241|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|TFK1|in_vitro|case|TFK1_zebularine|zebularine|Small Molecule
GSM1480242|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|TFK1|in_vitro|case|TFK1_zebularine|zebularine|Small Molecule
GSM1480243|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|TFK1|in_vitro|case|TFK1_zebularine|zebularine|Small Molecule
GSM1480244|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|HuCCT1|in_vitro|ctrl|HuCCT1_control|none|None
GSM1480245|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|HuCCT1|in_vitro|ctrl|HuCCT1_control|none|None
GSM1480246|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|HuCCT1|in_vitro|ctrl|HuCCT1_control|none|None
GSM1480247|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|HuCCT1|in_vitro|case|HuCCT1_zebularine|zebularine|Small Molecule
GSM1480248|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|HuCCT1|in_vitro|case|HuCCT1_zebularine|zebularine|Small Molecule
GSM1480249|N/A|N/A|N/A|N/A|N/A|Cholangiocarcinoma|N/A|HuCCT1|in_vitro|case|HuCCT1_zebularine|zebularine|Small Molecule
