GSM3231050|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control_group|saline|Environmental
GSM3231051|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|DEP_group|diesel exhaust particles|Environmental
GSM3231052|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control_group|saline|Environmental
GSM3231053|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|DEP_group|diesel exhaust particles|Environmental
GSM3231054|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control_group|saline|Environmental
GSM3231055|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|DEP_group|diesel exhaust particles|Environmental
GSM3231056|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|HDM_group|house dust mite|Environmental
GSM3231057|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|HDM_group|house dust mite|Environmental
GSM3231058|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control_group|saline|Environmental
GSM3231059|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|DEP_group|diesel exhaust particles|Environmental
GSM3231060|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|HDM_group|house dust mite|Environmental
GSM3231061|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|HDM_group|house dust mite|Environmental
