GSM2112299|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112300|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112301|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112302|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112303|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112304|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112305|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112306|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112307|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112308|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112309|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112310|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112311|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|N/A|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112312|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112313|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112314|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|N/A|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112315|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112316|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|Other|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112317|N/A|N/A|F|N/A|N/A|Rheumatoid Arthritis|N/A|Fibroblast-like synoviocytes|in_vivo|case|N/A|N/A|Disease
GSM2112318|N/A|N/A|F|N/A|N/A|Osteoarthritis|Other|Fibroblast-like synoviocytes|in_vivo|ctrl|N/A|N/A|Disease
GSM2112319|N/A|N/A|F|N/A|N/A|Osteoarthritis|Other|Fibroblast-like synoviocytes|in_vivo|ctrl|N/A|N/A|Disease
GSM2112320|N/A|N/A|F|N/A|N/A|Osteoarthritis|Other|Fibroblast-like synoviocytes|in_vivo|ctrl|N/A|N/A|Disease
GSM2112321|N/A|N/A|F|N/A|N/A|Osteoarthritis|Other|Fibroblast-like synoviocytes|in_vivo|ctrl|N/A|N/A|Disease
GSM2112322|N/A|N/A|F|N/A|N/A|Osteoarthritis|Other|Fibroblast-like synoviocytes|in_vivo|ctrl|N/A|N/A|Disease
