GSM641635|NA18501|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641636|NA18502|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641637|NA18504|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641638|NA18505|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641639|NA18507|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641640|NA18507|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641641|NA18508|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641642|NA18516|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641643|NA18517|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641644|NA18522|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641645|NA18856|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641646|NA18858|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641647|NA18859|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641648|NA18861|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641649|NA18862|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641650|NA18912|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641651|NA18913|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641652|NA19092|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641653|NA19093|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641654|NA19098|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641655|NA19099|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641656|NA19101|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641657|NA19102|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641658|NA19116|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641659|NA19119|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641660|NA19131|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641661|NA19137|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641662|NA19138|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641663|NA19141|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641664|NA19143|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641665|NA19144|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641666|NA19152|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641667|NA19159|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641668|NA19160|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641669|NA19171|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641670|NA19172|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641671|NA19200|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641672|NA19201|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641673|NA19203|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641674|NA19204|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641675|NA19206|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641676|NA19207|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641677|NA19209|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641678|NA19210|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641679|NA19222|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641680|NA19238|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641681|NA19238|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641682|NA19239|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641683|NA18486|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641684|NA18489|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641685|NA18498|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641686|NA18499|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641687|NA18510|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641688|NA18511|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641689|NA18519|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641690|NA18520|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641691|NA18523|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641692|NA18852|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641693|NA18853|N/A|M|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641694|NA18855|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641695|NA18907|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641696|NA18909|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
GSM641697|NA18916|N/A|F|N/A|N/A|Healthy|Cells|HapMap Yoruba lymphoblastoid cell line|in_vitro|ctrl|N/A|N/A|Genetic
