GSM902632|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902633|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902634|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902635|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902636|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902637|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902638|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902639|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902640|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902641|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902642|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902643|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902644|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902645|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902646|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902647|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902648|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902649|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902650|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902651|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902652|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902653|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902654|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902655|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902656|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902657|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902658|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902659|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902660|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902661|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902662|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902663|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902664|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902665|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902666|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902667|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902668|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902669|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902670|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902671|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902672|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902673|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902674|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902675|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902676|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902677|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902678|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
GSM902679|N/A|N/A|N/A|N/A|N/A|N/A|N/A|Placenta|N/A|N/A|N/A|N/A|N/A
