GSM4466790|N/A|N/A|N/A|N/A|N/A|N/A|Brain|N/A|in_vitro|N/A|Grp3 MB cell line|N/A|Disease
GSM4466791|N/A|N/A|N/A|N/A|N/A|N/A|Brain|N/A|in_vitro|N/A|Grp3 MB cell line|N/A|Disease
GSM4466792|N/A|N/A|N/A|N/A|N/A|N/A|Brain|N/A|in_vitro|N/A|Grp3 MB cell line|N/A|Disease
GSM4466793|N/A|N/A|N/A|N/A|N/A|N/A|Brain|N/A|in_vitro|N/A|Grp3 MB cell line|N/A|Disease
GSM4466794|N/A|N/A|N/A|N/A|N/A|N/A|Brain|N/A|in_vitro|N/A|Grp3 MB cell line|N/A|Disease
GSM4466795|N/A|N/A|N/A|N/A|N/A|N/A|Brain|N/A|in_vitro|N/A|SHH MB cell line|N/A|Disease
GSM4466796|N/A|N/A|N/A|N/A|N/A|N/A|Brain|N/A|in_vitro|N/A|Grp3 MB cell line|N/A|Disease
GSM4466797|N/A|N/A|N/A|N/A|N/A|N/A|Brain|N/A|in_vitro|N/A|Normal Astroglia|N/A|None
GSM4466798|N/A|N/A|N/A|N/A|N/A|N/A|Brain|N/A|in_vitro|N/A|Normal human astrocyte cell line|N/A|None
GSM4466799|N/A|N/A|N/A|N/A|N/A|N/A|Brain|N/A|in_vitro|N/A|Normal progenitor cell line|N/A|None
GSM4466800|N/A|N/A|N/A|14|N/A|Healthy|Brain|N/A|in_vivo|ctrl|Normal pediatric cerebellum|N/A|None
GSM4466801|N/A|N/A|N/A|0.17|N/A|Healthy|Brain|N/A|in_vivo|ctrl|Normal pediatric cerebellum|N/A|None
GSM4466802|N/A|N/A|N/A|24|N/A|Healthy|Brain|N/A|in_vivo|ctrl|Normal adult cerebellum|N/A|None
GSM4466803|N/A|N/A|N/A|13|N/A|Healthy|Brain|N/A|in_vivo|ctrl|Normal pediatric cerebellum|N/A|None
GSM4466804|N/A|N/A|N/A|39|N/A|Healthy|Brain|N/A|in_vivo|ctrl|Normal adult cerebellum|N/A|None
GSM4466805|N/A|N/A|N/A|15|F|Healthy|Brain|N/A|in_vivo|ctrl|Normal pediatric cerebellum|N/A|None
GSM4466806|N/A|N/A|N/A|13|N/A|Healthy|Brain|N/A|in_vivo|ctrl|Normal pediatric cerebellum|N/A|None
GSM4466807|N/A|N/A|N/A|10|F|Healthy|Brain|N/A|in_vivo|ctrl|Normal pediatric cerebellum|N/A|None
GSM4466808|N/A|N/A|N/A|4|M|Healthy|Brain|N/A|in_vivo|ctrl|Normal pediatric cerebellum|N/A|None
GSM4466809|N/A|N/A|N/A|17|M|Healthy|Brain|N/A|in_vivo|ctrl|Normal pediatric cerebellum|N/A|None
GSM4466810|N/A|N/A|N/A|15|M|Healthy|Brain|N/A|in_vivo|ctrl|Normal pediatric cerebellum|N/A|None
GSM4466811|N/A|N/A|N/A|2|F|Healthy|Brain|N/A|in_vivo|ctrl|Normal pediatric cerebellum|N/A|None
GSM4466812|N/A|N/A|N/A|32|N/A|Healthy|Brain|N/A|in_vivo|ctrl|Normal adult cerebellum|N/A|None
