GSM4224780|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-01|N/A|N/A
GSM4224781|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-01|N/A|N/A
GSM4224782|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-02|N/A|N/A
GSM4224783|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-02|N/A|N/A
GSM4224784|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-05|N/A|N/A
GSM4224785|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-05|N/A|N/A
GSM4224786|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-06|N/A|N/A
GSM4224787|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-06|N/A|N/A
GSM4224788|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-09|N/A|N/A
GSM4224789|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-09|N/A|N/A
GSM4224790|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-10|N/A|N/A
GSM4224791|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-10|N/A|N/A
GSM4224792|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-11|N/A|N/A
GSM4224793|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-11|N/A|N/A
GSM4224794|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-13|N/A|N/A
GSM4224795|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-13|N/A|N/A
GSM4224796|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-15|N/A|N/A
GSM4224797|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-15|N/A|N/A
GSM4224798|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-17|N/A|N/A
GSM4224799|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-17|N/A|N/A
GSM4224800|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-20|N/A|N/A
GSM4224801|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-20|N/A|N/A
GSM4224802|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-25|N/A|N/A
GSM4224803|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-25|N/A|N/A
GSM4224804|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-26|N/A|N/A
GSM4224805|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-26|N/A|N/A
GSM4224806|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-27|N/A|N/A
GSM4224807|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-27|N/A|N/A
GSM4224808|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-28|N/A|N/A
GSM4224809|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-28|N/A|N/A
GSM4224810|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-31|N/A|N/A
GSM4224811|N/A|N/A|N/A|N/A|N/A|healthy|Other|N/A|in_vivo|N/A|LAL-31|N/A|N/A
