GSM4043189|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|HFE145|in_vitro|N/A|N/A|N/A|Disease
GSM4043190|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|IM95|in_vitro|N/A|N/A|N/A|Disease
GSM4043191|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|MKN1|in_vitro|N/A|N/A|N/A|Disease
GSM4043192|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|NCC19|in_vitro|N/A|N/A|N/A|Disease
GSM4043193|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|NCC24|in_vitro|N/A|N/A|N/A|Disease
GSM4043194|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|NCC59|in_vitro|N/A|N/A|N/A|Disease
GSM4043195|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|NUGC3|in_vitro|N/A|N/A|N/A|Disease
GSM4043196|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|OCUM1|in_vitro|N/A|N/A|N/A|Disease
GSM4043197|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|SNU16|in_vitro|N/A|N/A|N/A|Disease
GSM4043198|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|SNU484|in_vitro|N/A|N/A|N/A|Disease
GSM4043199|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|SNU719|in_vitro|N/A|N/A|N/A|Disease
GSM4043200|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|SNU1750|in_vitro|N/A|N/A|N/A|Disease
GSM4043201|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|SNU1967|in_vitro|N/A|N/A|N/A|Disease
GSM4043202|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|Stomach|YCC10|in_vitro|N/A|N/A|N/A|Disease
