GSM1194225|N/A|N/A|N/A|N/A|N/A|N/A|Lung|EKVX|in_vitro|N/A|N/A|N/A|N/A
GSM1194226|N/A|N/A|N/A|N/A|N/A|N/A|Skin|UACC-257|in_vitro|N/A|N/A|N/A|N/A
GSM1194227|N/A|N/A|N/A|N/A|N/A|N/A|Skin|M14|in_vitro|N/A|N/A|N/A|N/A
GSM1194228|N/A|N/A|N/A|N/A|N/A|N/A|Other|CCRF-CEM|in_vitro|N/A|N/A|N/A|N/A
GSM1194229|N/A|N/A|N/A|N/A|N/A|N/A|Colon|HCT-116|in_vitro|N/A|N/A|N/A|N/A
GSM1194230|N/A|N/A|N/A|N/A|N/A|N/A|Prostate|PC-3|in_vitro|N/A|N/A|N/A|N/A
GSM1194231|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|NCI-ADR-RES|in_vitro|N/A|N/A|N/A|N/A
GSM1194232|N/A|N/A|N/A|N/A|N/A|N/A|Colon|HT29|in_vitro|N/A|N/A|N/A|N/A
GSM1194233|N/A|N/A|N/A|N/A|N/A|N/A|Skin|MALME-3M|in_vitro|N/A|N/A|N/A|N/A
GSM1194234|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVCAR-5|in_vitro|N/A|N/A|N/A|N/A
GSM1194235|N/A|N/A|N/A|N/A|N/A|N/A|Lung|NCI-H23|in_vitro|N/A|N/A|N/A|N/A
GSM1194236|N/A|N/A|N/A|N/A|N/A|N/A|Other|HL-60_TB|in_vitro|N/A|N/A|N/A|N/A
GSM1194237|N/A|N/A|N/A|N/A|N/A|N/A|Colon|HCC-2998|in_vitro|N/A|N/A|N/A|N/A
GSM1194238|N/A|N/A|N/A|N/A|N/A|N/A|Other|SR|in_vitro|N/A|N/A|N/A|N/A
GSM1194239|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW-620|in_vitro|N/A|N/A|N/A|N/A
GSM1194240|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|SK-OV-3|in_vitro|N/A|N/A|N/A|N/A
GSM1194241|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HS_578T|in_vitro|N/A|N/A|N/A|N/A
GSM1194242|N/A|N/A|N/A|N/A|N/A|N/A|Brain|U251|in_vitro|N/A|N/A|N/A|N/A
GSM1194243|N/A|N/A|N/A|N/A|N/A|N/A|Other|K-562|in_vitro|N/A|N/A|N/A|N/A
GSM1194244|N/A|N/A|N/A|N/A|N/A|N/A|Skin|UACC-62|in_vitro|N/A|N/A|N/A|N/A
GSM1194245|N/A|N/A|N/A|N/A|N/A|N/A|Other|MOLT-4|in_vitro|N/A|N/A|N/A|N/A
GSM1194246|N/A|N/A|N/A|N/A|N/A|N/A|Kidney|A498|in_vitro|N/A|N/A|N/A|N/A
GSM1194247|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVCAR-3|in_vitro|N/A|N/A|N/A|N/A
