GSM1905533|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905534|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905535|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905536|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905537|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905538|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905539|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905540|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905541|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905542|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905543|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905544|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905545|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905546|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905547|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905548|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905549|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905550|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905551|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905552|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905553|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905554|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905555|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905556|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905557|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905558|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905559|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905560|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905561|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905562|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905563|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905564|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905565|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905566|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905567|N/A|Asian|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1905568|N/A|European|M|N/A|N/A|healthy|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
