GSM2891948|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891949|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891950|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891951|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.1 Gy 56Fe 2 days|Environmental
GSM2891952|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.1 Gy 56Fe 2 days|Environmental
GSM2891953|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 2 days|Environmental
GSM2891954|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 2 days|Environmental
GSM2891955|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|1 Gy 56Fe 2 days|Environmental
GSM2891956|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|1 Gy 56Fe 2 days|Environmental
GSM2891957|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891958|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891959|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891960|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.1 Gy 56Fe 14 days|Environmental
GSM2891961|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.1 Gy 56Fe 14 days|Environmental
GSM2891962|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.1 Gy 56Fe 14 days|Environmental
GSM2891963|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 14 days|Environmental
GSM2891964|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 14 days|Environmental
GSM2891965|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 14 days|Environmental
GSM2891966|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|1 Gy 56Fe 14 days|Environmental
GSM2891967|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|1 Gy 56Fe 14 days|Environmental
GSM2891968|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|1 Gy 56Fe 14 days|Environmental
GSM2891969|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891970|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891971|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891972|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.1 Gy 56Fe 22 days|Environmental
GSM2891973|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.1 Gy 56Fe 22 days|Environmental
GSM2891974|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.1 Gy 56Fe 22 days|Environmental
GSM2891975|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 22 days|Environmental
GSM2891976|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 22 days|Environmental
GSM2891977|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 22 days|Environmental
GSM2891978|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|1 Gy 56Fe 22 days|Environmental
GSM2891979|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|1 Gy 56Fe 22 days|Environmental
GSM2891980|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|1 Gy 56Fe 22 days|Environmental
GSM2891981|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891982|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891983|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|ctrl|N/A|N/A|Environmental
GSM2891984|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.1 Gy 56Fe 53 days|Environmental
GSM2891985|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.1 Gy 56Fe 53 days|Environmental
GSM2891986|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 53 days|Environmental
GSM2891987|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 53 days|Environmental
GSM2891988|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|0.3 Gy 56Fe 53 days|Environmental
GSM2891989|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|1 Gy 56Fe 53 days|Environmental
GSM2891990|N/A|N/A|N/A|N/A|N/A|N/A|Lung|HBEC-3KT|in_vitro|case|N/A|1 Gy 56Fe 53 days|Environmental
