GSM1185582|N/A|N/A|N/A|N/A|N/A|healthy|Other|CD34+CD38- Hematopoietic Stem and Progenitor Cells|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185583|N/A|N/A|N/A|N/A|N/A|healthy|Other|CD3+ T Cells|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185584|N/A|N/A|N/A|N/A|N/A|healthy|Other|CD19+ B Cells|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185585|N/A|N/A|N/A|N/A|N/A|healthy|Other|Polymorphonuclear Granulocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185586|N/A|N/A|N/A|N/A|N/A|healthy|Other|CD34+CD38- Hematopoietic Stem and Progenitor Cells|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185587|N/A|N/A|N/A|N/A|N/A|healthy|Other|CD3+ T Cells|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185588|N/A|N/A|N/A|N/A|N/A|healthy|Other|CD19+ B Cells|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185589|N/A|N/A|N/A|N/A|N/A|healthy|Other|Polymorphonuclear Granulocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185590|N/A|N/A|N/A|N/A|N/A|healthy|Other|CD34+CD38- Hematopoietic Stem and Progenitor Cells|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185591|N/A|N/A|N/A|N/A|N/A|healthy|Other|CD3+ T Cells|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185592|N/A|N/A|N/A|N/A|N/A|healthy|Other|CD19+ B Cells|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185593|N/A|N/A|N/A|N/A|N/A|healthy|Other|Polymorphonuclear Granulocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185594|N/A|N/A|N/A|N/A|N/A|healthy|Other|Promyelocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185595|N/A|N/A|N/A|N/A|N/A|healthy|Other|Monocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185596|N/A|N/A|N/A|N/A|N/A|healthy|Other|Polymorphonuclear Granulocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185597|N/A|N/A|N/A|N/A|N/A|healthy|Other|Promyelocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185598|N/A|N/A|N/A|N/A|N/A|healthy|Other|Monocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185599|N/A|N/A|N/A|N/A|N/A|healthy|Other|Polymorphonuclear Granulocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185600|N/A|N/A|N/A|N/A|N/A|healthy|Other|Promyelocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185601|N/A|N/A|N/A|N/A|N/A|healthy|Other|Monocytes|in_vivo|ctrl|Healthy Control|N/A|None
GSM1185602|N/A|N/A|N/A|N/A|N/A|healthy|Other|Polymorphonuclear Granulocytes|in_vivo|ctrl|Healthy Control|N/A|None
