GSM5293479|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293480|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293481|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293482|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293483|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293484|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293485|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293486|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293487|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293488|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293489|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293490|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293491|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293492|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293493|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293494|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293495|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293496|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293497|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293498|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293499|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293500|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293501|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293502|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293503|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293504|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293505|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293506|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293507|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293508|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293509|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293510|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293511|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293512|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293513|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293514|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293515|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293516|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
GSM5293517|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT116 double knock out|in_vitro|ctrl|Control|N/A|Genetic
