GSM5858505|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|ctrl|Control Group|None|Environmental
GSM5858506|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|ctrl|Control Group|None|Environmental
GSM5858507|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|ctrl|Control Group|None|Environmental
GSM5858508|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1X Group|Mix_G1_1X|Environmental
GSM5858509|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1X Group|Mix_G1_1X|Environmental
GSM5858510|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1X Group|Mix_G1_1X|Environmental
GSM5858511|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 10X Group|Mix_G1_10X|Environmental
GSM5858512|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 10X Group|Mix_G1_10X|Environmental
GSM5858513|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 10X Group|Mix_G1_10X|Environmental
GSM5858514|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1000X Group|Mix_G1_1000X|Environmental
GSM5858515|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1000X Group|Mix_G1_1000X|Environmental
GSM5858516|1|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1000X Group|Mix_G1_1000X|Environmental
GSM5858517|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|ctrl|Control Group|None|Environmental
GSM5858518|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|ctrl|Control Group|None|Environmental
GSM5858519|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|ctrl|Control Group|None|Environmental
GSM5858520|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1X Group|Mix_G1_1X|Environmental
GSM5858521|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1X Group|Mix_G1_1X|Environmental
GSM5858522|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1X Group|Mix_G1_1X|Environmental
GSM5858523|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 10X Group|Mix_G1_10X|Environmental
GSM5858524|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 10X Group|Mix_G1_10X|Environmental
GSM5858525|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 10X Group|Mix_G1_10X|Environmental
GSM5858526|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1000X Group|Mix_G1_1000X|Environmental
GSM5858527|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1000X Group|Mix_G1_1000X|Environmental
GSM5858528|2|N/A|N/A|N/A|N/A|Healthy|Cells|Human mesenchymal stem cells|in_vitro|case|Mix G1 1000X Group|Mix_G1_1000X|Environmental
