GSM805298|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805299|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805300|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805301|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805376|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805377|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805378|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805379|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805380|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805381|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805514|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805515|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805516|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805517|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805518|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805538|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805607|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805639|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805640|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805641|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805642|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM805643|N/A|N/A|N/A|N/A|N/A|Healthy|Brain|N/A|in_vivo|N/A|N/A|N/A|N/A
