GSM5831771|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831772|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831773|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831774|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831775|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831776|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831777|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831778|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831779|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831780|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831781|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831782|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831783|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831784|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831785|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831786|N/A|N/A|N/A|N/A|N/A|Gastric Cancer|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831787|N/A|N/A|N/A|N/A|N/A|Gastrointestinal Stromal Tumor|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831788|N/A|N/A|N/A|N/A|N/A|Gastrointestinal Stromal Tumor|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
GSM5831789|N/A|N/A|N/A|N/A|N/A|Gastrointestinal Stromal Tumor|N/A|N/A|in_vivo|N/A|N/A|N/A|Disease
