GSM1139402|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139403|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139404|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1139405|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1139406|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139407|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM1139408|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM1139409|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM1139410|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139411|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|ctrl|N/A|N/A|N/A
GSM1139412|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139413|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139414|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139415|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139416|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139417|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|N/A
GSM1139418|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139419|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139420|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139421|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|N/A|N/A|N/A|Genetic
GSM1139422|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|ctrl|N/A|N/A|N/A
