GSM5583103|Gt032|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583054|Gt025|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583102|Gt032|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583160|Gt014|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583041|Gt017|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583069|Gt022|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583092|Gt030|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583164|Gt015|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583056|Gt025|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583150|Gt013|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583062|Gt018|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583101|Gt032|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583078|Gt002|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583127|Gt001|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583152|Gt013|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583079|Gt024|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583085|Gt027|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583033|Gt016|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583039|Gt017|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583021|Gt026|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583040|Gt017|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583169|Gt015|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583011|Gt013|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583132|Gt004|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583122|Gt026|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583060|Gt018|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583100|Gt032|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583108|Gt035|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583037|Gt017|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583151|Gt013|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583096|Gt029|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583154|Gt011|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583077|Gt024|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583118|Gt026|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583059|Gt018|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583111|Gt035|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583018|Gt022|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583104|Gt032|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583134|Gt004|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583028|Gt001|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583024|Gt030|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583095|Gt002|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583066|Gt022|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583147|Gt001|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583136|Gt005|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583083|Gt027|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583016|Gt018|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583006|Gt003|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583057|Gt018|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583048|Gt020|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583081|Gt027|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583042|Gt020|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583045|Gt020|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583074|Gt024|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583110|Gt035|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583053|Gt025|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583115|Gt033|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583106|Gt032|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583137|Gt005|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583105|Gt002|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583023|Gt029|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583031|Gt016|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583091|Gt030|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM5583140|Gt005|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
