GSM3665295|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665296|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665297|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665298|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665299|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665300|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665301|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665302|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665303|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665304|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665305|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665306|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665307|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665308|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
GSM3665309|N/A|N/A|F|N/A|N/A|healthy|Cells|H9-NK2|in_vitro|N/A|N/A|N/A|N/A
