GSM287993|N/A|N/A|N/A|N/A|N/A|Osteosarcoma|Cells|U2OS|in_vitro|N/A|N/A|N/A|Disease
GSM287994|N/A|N/A|N/A|N/A|N/A|Osteosarcoma|Cells|U2OS|in_vitro|N/A|N/A|N/A|Disease
GSM287995|N/A|N/A|N/A|N/A|N/A|Osteosarcoma|Cells|U2OS|in_vitro|N/A|N/A|N/A|Disease
GSM287996|N/A|N/A|N/A|N/A|N/A|Osteosarcoma|Cells|U2OS|in_vitro|N/A|N/A|N/A|Disease
GSM287997|N/A|N/A|N/A|N/A|N/A|Osteosarcoma|Cells|MG63|in_vitro|N/A|N/A|N/A|Disease
GSM287998|N/A|N/A|N/A|N/A|N/A|Osteosarcoma|Cells|MG63|in_vitro|N/A|N/A|N/A|Disease
GSM287999|N/A|N/A|N/A|N/A|N/A|Osteosarcoma|Cells|MG63|in_vitro|N/A|N/A|N/A|Disease
GSM288000|N/A|N/A|N/A|N/A|N/A|Osteosarcoma|Cells|MG63|in_vitro|N/A|N/A|N/A|Disease
GSM288001|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|Normal Human Osteoblast|in_vitro|N/A|N/A|N/A|N/A
GSM288002|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|Normal Human Osteoblast|in_vitro|N/A|N/A|N/A|N/A
GSM288003|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|Normal Human Osteoblast|in_vitro|N/A|N/A|N/A|N/A
GSM288004|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|Normal Human Osteoblast|in_vitro|N/A|N/A|N/A|N/A
