GSM3983374|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|ctrl|Non-transfected control|N/A|None
GSM3983375|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|ctrl|Non-transfected control|N/A|None
GSM3983376|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|case|dCas9-DNMT-ANV|N/A|Genetic
GSM3983377|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|case|dCas9-DNMT-ANV|N/A|Genetic
GSM3983378|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|case|dCas9-DNMT-ANV|N/A|Genetic
GSM3983379|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|case|dCas9-DNMT3a|Methylation via DNMT3a|Genetic
GSM3983380|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|case|dCas9-DNMT3a|Methylation via DNMT3a|Genetic
GSM3983381|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|case|dCas9-DNMT3a|Methylation via DNMT3a|Genetic
GSM3983382|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|ctrl|No gRNA control|N/A|None
GSM3983383|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|ctrl|No gRNA control|N/A|None
GSM3983384|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|ctrl|No gRNA control|N/A|None
GSM3983385|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|case|Cas9+Meth|Methylation via HARDEN|Genetic
GSM3983386|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|case|Cas9+Meth|Methylation via HARDEN|Genetic
GSM3983387|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|case|Cas9+Meth|Methylation via HARDEN|Genetic
GSM3983388|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|ctrl|Mock Transfection|N/A|None
GSM3983389|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HEK293T|in_vitro|ctrl|Mock Transfection|N/A|None
