GSM5628006|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Haloperidol_High|Haloperidol|Small Molecule
GSM5628007|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Haloperidol_High|Haloperidol|Small Molecule
GSM5628008|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Haloperidol_High|Haloperidol|Small Molecule
GSM5628009|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Haloperidol_Low|Haloperidol|Small Molecule
GSM5628010|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Haloperidol_Low|Haloperidol|Small Molecule
GSM5628011|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Haloperidol_Low|Haloperidol|Small Molecule
GSM5628012|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Risperidone_High|Risperidone|Small Molecule
GSM5628013|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Risperidone_High|Risperidone|Small Molecule
GSM5628014|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Risperidone_High|Risperidone|Small Molecule
GSM5628015|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Risperidone_Low|Risperidone|Small Molecule
GSM5628016|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Risperidone_Low|Risperidone|Small Molecule
GSM5628017|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|Risperidone_Low|Risperidone|Small Molecule
GSM5628018|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|DMSO_Control|DMSO|Others
GSM5628019|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|DMSO_Control|DMSO|Others
GSM5628020|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|DMSO_Control|DMSO|Others
GSM5628021|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|No_Treatment|None|None
GSM5628022|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|No_Treatment|None|None
GSM5628023|N/A|N/A|N/A|N/A|N/A|N/A|Cells|SK-N-SH|in_vitro|ctrl|No_Treatment|None|None
