GSM1031146|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031147|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031148|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031149|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1031150|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031151|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1031152|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031153|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031154|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031155|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1031156|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031157|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1031158|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|N/A
GSM1031159|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|N/A
GSM1031160|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|N/A
GSM1031161|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|N/A
GSM1031162|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|N/A
GSM1031163|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1031164|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031165|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1031166|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031167|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|N/A
GSM1031168|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031169|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031170|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031171|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031172|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031173|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031174|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031175|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1031176|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031177|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031178|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1031179|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031180|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031181|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1031182|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031183|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031184|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|N/A
GSM1031185|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|N/A|N/A|Genetic
GSM1031186|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031187|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031188|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031189|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031190|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
GSM1031191|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|N/A|N/A|Genetic
