GSM443811|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|HCC38|in_vitro|N/A|N/A|N/A|Disease
GSM443812|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|HCC1143|in_vitro|N/A|N/A|N/A|Disease
GSM443813|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|HCC1599|in_vitro|N/A|N/A|N/A|Disease
GSM443814|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|HCC2218|in_vitro|N/A|N/A|N/A|Disease
GSM443815|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|MCF10A|in_vitro|N/A|N/A|N/A|Disease
GSM443816|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|BT474|in_vitro|N/A|N/A|N/A|Disease
GSM443817|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|HCC1008|in_vitro|N/A|N/A|N/A|Disease
GSM443818|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|HCC1395|in_vitro|N/A|N/A|N/A|Disease
GSM443819|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|HCC1937|in_vitro|N/A|N/A|N/A|Disease
GSM443821|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|MCF7|in_vitro|N/A|N/A|N/A|Disease
