GSM537458|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vitro|N/A|N/A|H2AZ and acetylated H2AZ ChIP|Disease
GSM537459|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vitro|N/A|N/A|CTCF ChIP|Disease
GSM537460|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|N/A|in_vitro|N/A|N/A|5-methylcytosine immunoprecipitation|Disease
GSM537461|N/A|N/A|N/A|N/A|N/A|Prostate Cancer|Prostate|N/A|in_vitro|N/A|N/A|H2AZ and acetylated H2AZ ChIP|Disease
GSM537462|N/A|N/A|N/A|N/A|N/A|Prostate Cancer|Prostate|N/A|in_vitro|N/A|N/A|CTCF ChIP|Disease
GSM537463|N/A|N/A|N/A|N/A|N/A|Prostate Cancer|Prostate|N/A|in_vitro|N/A|N/A|5-methylcytosine immunoprecipitation|Disease
GSM537464|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|MDA231-CTRL|in_vitro|N/A|N/A|H2AZ and acetylated H2AZ ChIP|Disease
GSM537465|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|MDA231-CTRL|in_vitro|N/A|N/A|5-methylcytosine immunoprecipitation|Disease
GSM537466|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|MDA231-FOXA1|in_vitro|N/A|N/A|H2AZ and acetylated H2AZ ChIP|Disease
GSM537467|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|MDA231-FOXA1|in_vitro|N/A|N/A|5-methylcytosine immunoprecipitation|Disease
GSM537468|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|MDA231-FOXA1|in_vitro|N/A|N/A|FOXA1 ChIP|Disease
GSM621761|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|MDA231-CTRL|in_vitro|N/A|N/A|H3K4me2 ChIP|Disease
GSM621762|N/A|N/A|N/A|N/A|N/A|Breast Cancer|Breast|MDA231-FOXA1|in_vitro|N/A|N/A|H3K4me2 ChIP|Disease
