GSM3639500|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|ctrl|Control_Day4|Control|None
GSM3639501|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|ctrl|Control_Day4|Control|None
GSM3639502|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|ctrl|Control_Day4|Control|None
GSM3639503|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|case|TGFb_Day4|TGF-beta|Small Molecule
GSM3639504|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|case|TGFb_Day4|TGF-beta|Small Molecule
GSM3639505|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|case|TGFb_Day4|TGF-beta|Small Molecule
GSM3639506|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|ctrl|Control_Day8|Control|None
GSM3639507|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|ctrl|Control_Day8|Control|None
GSM3639508|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|ctrl|Control_Day8|Control|None
GSM3639509|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|case|TGFb_Day8|TGF-beta|Small Molecule
GSM3639510|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|case|TGFb_Day8|TGF-beta|Small Molecule
GSM3639511|N/A|N/A|N/A|N/A|N/A|healthy|Liver|HepG2|in_vitro|case|TGFb_Day8|TGF-beta|Small Molecule
GSM3639512|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|ctrl|Control_Day4|Control|None
GSM3639513|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|ctrl|Control_Day4|Control|None
GSM3639514|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|ctrl|Control_Day4|Control|None
GSM3639515|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|case|TGFb_Day4|TGF-beta|Small Molecule
GSM3639516|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|case|TGFb_Day4|TGF-beta|Small Molecule
GSM3639517|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|case|TGFb_Day4|TGF-beta|Small Molecule
GSM3639518|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|ctrl|Control_Day8|Control|None
GSM3639519|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|ctrl|Control_Day8|Control|None
GSM3639520|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|ctrl|Control_Day8|Control|None
GSM3639521|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|case|TGFb_Day8|TGF-beta|Small Molecule
GSM3639522|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|case|TGFb_Day8|TGF-beta|Small Molecule
GSM3639523|N/A|N/A|N/A|N/A|N/A|healthy|Liver|Huh7|in_vitro|case|TGFb_Day8|TGF-beta|Small Molecule
