GSM3084155|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-100A4|N/A|Disease
GSM3084156|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200C3|N/A|Disease
GSM3084157|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-100B6|N/A|Disease
GSM3084158|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-25|N/A|None
GSM3084159|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200C5|N/A|Disease
GSM3084160|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-100B62|N/A|Disease
GSM3084161|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-1|N/A|None
GSM3084162|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-300C2|N/A|Disease
GSM3084163|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200G6|N/A|Disease
GSM3084164|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|starting culture 1-rep1|N/A|None
GSM3084165|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-2|N/A|None
GSM3084166|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-300D5|N/A|Disease
GSM3084167|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-30|N/A|None
GSM3084168|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-100B8|N/A|Disease
GSM3084169|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200B2|N/A|Disease
GSM3084170|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200A2|N/A|Disease
GSM3084171|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-300D4|N/A|Disease
GSM3084172|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200F3|N/A|Disease
GSM3084173|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-300F1|N/A|Disease
GSM3084174|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-3|N/A|None
GSM3084175|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-100B7|N/A|Disease
GSM3084176|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-100A3|N/A|Disease
GSM3084177|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-32|N/A|None
GSM3084178|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200C1|N/A|Disease
GSM3084179|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-6|N/A|None
GSM3084180|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200D7|N/A|Disease
GSM3084181|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|starting culture 1-rep2|N/A|None
GSM3084182|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-7|N/A|None
GSM3084183|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200E2|N/A|Disease
GSM3084184|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200D5|N/A|Disease
GSM3084185|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200A4|N/A|Disease
GSM3084186|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200G7|N/A|Disease
GSM3084187|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-33|N/A|None
GSM3084188|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-100B4|N/A|Disease
GSM3084189|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200A5|N/A|Disease
GSM3084190|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-300B7|N/A|Disease
GSM3084191|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200E5|N/A|Disease
GSM3084192|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-34|N/A|None
GSM3084193|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-300D1|N/A|Disease
GSM3084194|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-300B4|N/A|Disease
GSM3084195|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|control clone 1-39|N/A|Disease
GSM3084196|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200G4|N/A|Disease
GSM3084197|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-100B1|N/A|Disease
GSM3084198|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-100A1|N/A|Disease
GSM3084199|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-200F6|N/A|Disease
GSM3084200|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|ctrl|control clone 1-15|N/A|None
GSM3084201|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-300E6|N/A|Disease
GSM3084202|N/A|N/A|N/A|N/A|N/A|N/A|Cells|N/A|in_vitro|case|irradiated clone 1-300A4|N/A|Disease
