GSM3148537|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|MM200|in_vitro|N/A|N/A|N/A|Genetic
GSM3148538|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|Sk-mel-28|in_vitro|N/A|N/A|N/A|Genetic
GSM3148539|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|Me4405|in_vitro|N/A|N/A|N/A|Genetic
GSM3148540|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|Mel-RM|in_vitro|N/A|N/A|N/A|Genetic
GSM3148541|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC56|in_vitro|N/A|N/A|N/A|Genetic
GSM3148542|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC48|in_vitro|N/A|N/A|N/A|Genetic
GSM3148543|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC65|in_vitro|N/A|N/A|N/A|Genetic
GSM3148544|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC75|in_vitro|N/A|N/A|N/A|Genetic
GSM3148545|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC46|in_vitro|N/A|N/A|N/A|Genetic
GSM3148546|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC66|in_vitro|N/A|N/A|N/A|Genetic
GSM3148547|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC86|in_vitro|N/A|N/A|N/A|Genetic
GSM3148548|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC123|in_vitro|N/A|N/A|N/A|Genetic
GSM3148549|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC54|in_vitro|N/A|N/A|N/A|Genetic
GSM3148550|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC77|in_vitro|N/A|N/A|N/A|Genetic
GSM3148551|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC62|in_vitro|N/A|N/A|N/A|Genetic
GSM3148552|N/A|N/A|N/A|N/A|N/A|Melanoma|Cells|WC93|in_vitro|N/A|N/A|N/A|Genetic
