GSM5768280|N/A|N/A|N/A|N/A|N/A|N/A|Prostate|DU145|in_vitro|ctrl|sham_rep2|N/A|Environmental
GSM5768281|N/A|N/A|N/A|N/A|N/A|N/A|Prostate|DU145|in_vitro|case|xray_rep2|N/A|Environmental
GSM5768282|N/A|N/A|N/A|N/A|N/A|N/A|Prostate|DU145|in_vitro|case|proton_rep2|N/A|Environmental
GSM5768283|N/A|N/A|N/A|N/A|N/A|N/A|Prostate|PC3|in_vitro|ctrl|sham_rep2|N/A|Environmental
GSM5768284|N/A|N/A|N/A|N/A|N/A|N/A|Prostate|PC3|in_vitro|case|xray_rep2|N/A|Environmental
GSM5768285|N/A|N/A|N/A|N/A|N/A|N/A|Prostate|PC3|in_vitro|case|proton_rep2|N/A|Environmental
GSM5768286|N/A|N/A|N/A|N/A|N/A|N/A|Other|FaDu|in_vitro|ctrl|sham_rep2|N/A|Environmental
GSM5768287|N/A|N/A|N/A|N/A|N/A|N/A|Other|FaDu|in_vitro|case|xray_rep2|N/A|Environmental
GSM5768288|N/A|N/A|N/A|N/A|N/A|N/A|Other|FaDu|in_vitro|case|proton_rep2|N/A|Environmental
GSM5768289|N/A|N/A|N/A|N/A|N/A|N/A|Other|Cal33|in_vitro|ctrl|sham_rep2|N/A|Environmental
GSM5768290|N/A|N/A|N/A|N/A|N/A|N/A|Other|Cal33|in_vitro|case|xray_rep2|N/A|Environmental
GSM5768291|N/A|N/A|N/A|N/A|N/A|N/A|Other|Cal33|in_vitro|case|proton_rep2|N/A|Environmental
GSM5768292|N/A|N/A|N/A|N/A|N/A|N/A|Brain|LN229|in_vitro|ctrl|sham_rep2|N/A|Environmental
GSM5768293|N/A|N/A|N/A|N/A|N/A|N/A|Brain|LN229|in_vitro|case|xray_rep2|N/A|Environmental
GSM5768294|N/A|N/A|N/A|N/A|N/A|N/A|Brain|LN229|in_vitro|case|proton_rep2|N/A|Environmental
GSM5768295|N/A|N/A|N/A|N/A|N/A|N/A|Brain|U87MG|in_vitro|ctrl|sham_rep2|N/A|Environmental
GSM5768296|N/A|N/A|N/A|N/A|N/A|N/A|Brain|U87MG|in_vitro|case|xray_rep2|N/A|Environmental
GSM5768297|N/A|N/A|N/A|N/A|N/A|N/A|Brain|U87MG|in_vitro|case|proton_rep2|N/A|Environmental
