GSM1613980|N/A|N/A|N/A|N/A|N/A|N/A|Cells|ESC H1|in_vitro|N/A|ESC|N/A|N/A
GSM1613981|N/A|N/A|N/A|N/A|N/A|N/A|Cells|ESC H9|in_vitro|N/A|ESC|N/A|N/A
GSM1613982|N/A|N/A|N/A|N/A|N/A|N/A|Cells|ESC CHB-8|in_vitro|N/A|ESC|N/A|N/A
GSM1613983|N/A|N/A|N/A|N/A|N/A|N/A|Cells|ESC H1|in_vitro|N/A|ESC|N/A|N/A
GSM1613984|N/A|N/A|N/A|N/A|N/A|N/A|Cells|ESC H9|in_vitro|N/A|ESC|N/A|N/A
GSM1613985|N/A|N/A|N/A|N/A|N/A|N/A|Cells|ESC CHB-8|in_vitro|N/A|ESC|N/A|N/A
GSM1613986|N/A|N/A|N/A|N/A|N/A|N/A|Cells|ESC H1|in_vitro|N/A|ESC|N/A|N/A
GSM1613987|N/A|N/A|N/A|N/A|N/A|N/A|Cells|ESC H9|in_vitro|N/A|ESC|N/A|N/A
GSM1613988|N/A|N/A|N/A|N/A|N/A|N/A|Cells|ESC CHB-8|in_vitro|N/A|ESC|N/A|N/A
GSM1613989|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|iPSC|in_vitro|N/A|iPSC wild-type|N/A|N/A
GSM1613990|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|iPSC|in_vitro|N/A|iPSC wild-type|N/A|N/A
GSM1613991|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|iPSC|in_vitro|N/A|iPSC wild-type|N/A|N/A
GSM1613992|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|iPSC|in_vitro|N/A|iPSC wild-type|N/A|N/A
GSM1613993|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|iPSC|in_vitro|N/A|iPSC wild-type|N/A|N/A
GSM1613994|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|iPSC|in_vitro|N/A|iPSC wild-type|N/A|N/A
GSM1613995|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|iPSC|in_vitro|N/A|iPSC wild-type|N/A|N/A
GSM1613996|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|iPSC|in_vitro|N/A|iPSC wild-type|N/A|N/A
GSM1613997|N/A|N/A|N/A|N/A|N/A|Healthy|Cells|iPSC|in_vitro|N/A|iPSC wild-type|N/A|N/A
GSM1613998|N/A|N/A|N/A|N/A|N/A|Alpha-1 Antitrypsin Deficiency|Cells|iPSC|in_vitro|N/A|iPSC PiZZ|N/A|Genetic
GSM1613999|N/A|N/A|N/A|N/A|N/A|Alpha-1 Antitrypsin Deficiency|Cells|iPSC|in_vitro|N/A|iPSC PiZZ|N/A|Genetic
GSM1614000|N/A|N/A|N/A|N/A|N/A|Alpha-1 Antitrypsin Deficiency|Cells|iPSC|in_vitro|N/A|iPSC PiZZ|N/A|Genetic
GSM1614001|N/A|N/A|N/A|N/A|N/A|Alpha-1 Antitrypsin Deficiency|Cells|iPSC|in_vitro|N/A|iPSC PiZZ|N/A|Genetic
GSM1614002|N/A|N/A|N/A|N/A|N/A|Alpha-1 Antitrypsin Deficiency|Cells|iPSC|in_vitro|N/A|iPSC PiZZ|N/A|Genetic
GSM1614003|N/A|N/A|N/A|N/A|N/A|Alpha-1 Antitrypsin Deficiency|Cells|iPSC|in_vitro|N/A|iPSC PiZZ|N/A|Genetic
GSM1614004|N/A|N/A|N/A|N/A|N/A|Alpha-1 Antitrypsin Deficiency|Cells|iPSC|in_vitro|N/A|iPSC PiZZ|N/A|Genetic
GSM1614005|N/A|N/A|N/A|N/A|N/A|Alpha-1 Antitrypsin Deficiency|Cells|iPSC|in_vitro|N/A|iPSC PiZZ|N/A|Genetic
GSM1614006|N/A|N/A|N/A|N/A|N/A|Alpha-1 Antitrypsin Deficiency|Cells|iPSC|in_vitro|N/A|iPSC PiZZ|N/A|Genetic
