GSM3768585|N/A|N/A|M|34.8|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_35days|normal glucose|None
GSM3768586|N/A|N/A|M|34.8|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_35days|normal glucose|None
GSM3768587|N/A|N/A|M|34.8|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_35days|normal glucose|None
GSM3768588|N/A|N/A|M|34.8|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_35days|normal glucose|None
GSM3768589|N/A|N/A|M|34.8|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_35days|normal glucose|None
GSM3768590|N/A|N/A|M|34.8|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_35days|normal glucose|None
GSM3768591|N/A|N/A|M|45.2|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_45days|normal glucose|None
GSM3768592|N/A|N/A|M|48.7|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_49days|normal glucose|None
GSM3768593|N/A|N/A|M|68.3|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_68days|normal glucose|None
GSM3768594|N/A|N/A|M|72.3|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_72days|normal glucose|None
GSM3768595|N/A|N/A|M|86.4|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_86days|normal glucose|None
GSM3768596|N/A|N/A|M|92.4|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_92days|normal glucose|None
GSM3768597|N/A|N/A|M|106.5|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_107days|normal glucose|None
GSM3768598|N/A|N/A|M|113|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_113days|normal glucose|None
GSM3768599|N/A|N/A|M|132.4|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_132days|normal glucose|None
GSM3768600|N/A|N/A|M|144.2|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_144days|normal glucose|None
GSM3768601|N/A|N/A|M|186.8|N/A|healthy|Cells|N/A|in_vitro|ctrl|NG_187days|normal glucose|None
GSM3768602|N/A|N/A|M|34.8|N/A|healthy|Cells|N/A|in_vitro|case|HG_35days|high glucose|None
GSM3768603|N/A|N/A|M|45.2|N/A|healthy|Cells|N/A|in_vitro|case|HG_45days|high glucose|None
GSM3768604|N/A|N/A|M|48.7|N/A|healthy|Cells|N/A|in_vitro|case|HG_49days|high glucose|None
GSM3768605|N/A|N/A|M|55.7|N/A|healthy|Cells|N/A|in_vitro|case|HG_56days|high glucose|None
GSM3768606|N/A|N/A|M|60.3|N/A|healthy|Cells|N/A|in_vitro|case|HG_60days|high glucose|None
GSM3768607|N/A|N/A|M|68.3|N/A|healthy|Cells|N/A|in_vitro|case|HG_68days|high glucose|None
GSM3768608|N/A|N/A|M|72.3|N/A|healthy|Cells|N/A|in_vitro|case|HG_72days|high glucose|None
GSM3768609|N/A|N/A|M|86.4|N/A|healthy|Cells|N/A|in_vitro|case|HG_86days|high glucose|None
GSM3768610|N/A|N/A|M|92.4|N/A|healthy|Cells|N/A|in_vitro|case|HG_92days|high glucose|None
GSM3768611|N/A|N/A|M|106.5|N/A|healthy|Cells|N/A|in_vitro|case|HG_107days|high glucose|None
GSM3768612|N/A|N/A|M|113|N/A|healthy|Cells|N/A|in_vitro|case|HG_113days|high glucose|None
GSM3768615|N/A|N/A|M|144.2|N/A|healthy|Cells|N/A|in_vitro|case|HG_144days|high glucose|None
GSM3768618|N/A|N/A|M|152.1|N/A|healthy|Cells|N/A|in_vitro|case|HG_152days|high glucose|None
GSM3768622|N/A|N/A|M|186.8|N/A|healthy|Cells|N/A|in_vitro|case|HG_187days|high glucose|None
