GSM5624661|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day0|N/A|N/A
GSM5624662|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day0|N/A|N/A
GSM5624663|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day0|N/A|N/A
GSM5624664|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day7|N/A|N/A
GSM5624665|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day7|N/A|N/A
GSM5624666|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day7|N/A|N/A
GSM5624667|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day10|N/A|N/A
GSM5624668|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day10|N/A|N/A
GSM5624669|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day10|N/A|N/A
GSM5624670|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day15|N/A|N/A
GSM5624671|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day15|N/A|N/A
GSM5624672|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day15|N/A|N/A
GSM5624673|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day20|N/A|N/A
GSM5624674|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day20|N/A|N/A
GSM5624675|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day20|N/A|N/A
GSM5624676|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day21|N/A|N/A
GSM5624677|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day21|N/A|N/A
GSM5624678|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day21|N/A|N/A
GSM5624679|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day23|N/A|N/A
GSM5624680|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day23|N/A|N/A
GSM5624681|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run1_day23|N/A|N/A
GSM5624682|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day0|N/A|N/A
GSM5624683|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day0|N/A|N/A
GSM5624684|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day0|N/A|N/A
GSM5624685|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day6.5|N/A|N/A
GSM5624686|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day6.5|N/A|N/A
GSM5624687|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day9.5|N/A|N/A
GSM5624688|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day9.5|N/A|N/A
GSM5624689|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day9.5|N/A|N/A
GSM5624690|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day12.5|N/A|N/A
GSM5624691|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day12.5|N/A|N/A
GSM5624692|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day12.5|N/A|N/A
GSM5624693|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day14.5|N/A|N/A
GSM5624694|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day14.5|N/A|N/A
GSM5624695|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day14.5|N/A|N/A
GSM5624696|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day16.5|N/A|N/A
GSM5624697|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day16.5|N/A|N/A
GSM5624698|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day16.5|N/A|N/A
GSM5624699|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day20|N/A|N/A
GSM5624700|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day20|N/A|N/A
GSM5624701|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day20|N/A|N/A
GSM5624702|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day21|N/A|N/A
GSM5624703|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day21|N/A|N/A
GSM5624704|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day21|N/A|N/A
GSM5624705|Donor_14|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day23|N/A|N/A
GSM5624706|Donor_16|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day23|N/A|N/A
GSM5624707|Donor_18|N/A|N/A|N/A|N/A|Healthy|N/A|1stgen.Treg.product|in_vitro|ctrl|Run2_day23|N/A|N/A
GSM5624708|Donor_19|N/A|N/A|N/A|N/A|Healthy|N/A|2ndgen.Treg.product|in_vitro|ctrl|day23|N/A|N/A
GSM5624709|Donor_20|N/A|N/A|N/A|N/A|Healthy|N/A|2ndgen.Treg.product|in_vitro|ctrl|day23|N/A|N/A
GSM5624710|Donor_21|N/A|N/A|N/A|N/A|Healthy|N/A|2ndgen.Treg.product|in_vitro|ctrl|day23|N/A|N/A
GSM5624711|Donor_22|N/A|N/A|N/A|N/A|Healthy|N/A|2ndgen.Treg.product|in_vitro|ctrl|day23|N/A|N/A
GSM5624712|Donor_23|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day0|N/A|N/A
GSM5624713|Donor_24|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day0|N/A|N/A
GSM5624714|Donor_25|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day0|N/A|N/A
GSM5624715|Donor_26|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day0|N/A|N/A
GSM5624716|Donor_27|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day0|N/A|N/A
GSM5624717|Donor_25|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day6|N/A|N/A
GSM5624718|Donor_26|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day6|N/A|N/A
GSM5624719|Donor_27|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day6|N/A|N/A
GSM5624720|Donor_25|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day13|N/A|N/A
GSM5624721|Donor_26|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day13|N/A|N/A
GSM5624722|Donor_27|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day13|N/A|N/A
GSM5624723|Donor_19|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day23|N/A|N/A
GSM5624724|Donor_20|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day23|N/A|N/A
GSM5624725|Donor_21|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day23|N/A|N/A
GSM5624726|Donor_22|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day23|N/A|N/A
GSM5624727|Donor_25|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day23|N/A|N/A
GSM5624728|Donor_26|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day23|N/A|N/A
GSM5624729|Donor_27|N/A|N/A|N/A|N/A|Healthy|N/A|CD4mem|in_vitro|ctrl|day23|N/A|N/A
GSM5624730|Donor_23|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day0|N/A|N/A
GSM5624731|Donor_24|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day0|N/A|N/A
GSM5624732|Donor_25|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day0|N/A|N/A
GSM5624733|Donor_26|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day0|N/A|N/A
GSM5624734|Donor_27|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day0|N/A|N/A
GSM5624735|Donor_25|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day6|N/A|N/A
GSM5624736|Donor_26|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day6|N/A|N/A
GSM5624737|Donor_27|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day6|N/A|N/A
GSM5624738|Donor_25|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day13|N/A|N/A
GSM5624739|Donor_26|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day13|N/A|N/A
GSM5624740|Donor_27|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day13|N/A|N/A
GSM5624741|Donor_25|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day23|N/A|N/A
GSM5624742|Donor_26|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day23|N/A|N/A
GSM5624743|Donor_27|N/A|N/A|N/A|N/A|Healthy|N/A|Treg|in_vitro|ctrl|day23|N/A|N/A
