GSM2100443|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|EV control Day 0|infected with EV control Day 0 PBS control|Small Molecule
GSM2100444|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B1 control Day 0|infected with DNMT3B1 control Day 0 PBS control|Small Molecule
GSM2100445|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B1M control Day 0|infected with DNMT3B1M control Day 0 PBS control|Small Molecule
GSM2100446|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B3 control Day 0|infected with DNMT3B3 control Day 0 PBS control|Small Molecule
GSM2100447|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3L control Day 0|infected with DNMT3L control Day 0 PBS control|Small Molecule
GSM2100448|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|EV control Day 5|infected with EV control Day 5 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100449|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B1 control Day 5|infected with DNMT3B1 control Day 5 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100450|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B1M control Day 5|infected with DNMT3B1M control Day 5 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100451|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B3 control Day 5|infected with DNMT3B3 control Day 5 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100452|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3L control Day 5|infected with DNMT3L control Day 5 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100453|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|EV control Day 10|infected with EV control Day 10 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100454|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B1 control Day 10|infected with DNMT3B1 control Day 10 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100455|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B1M control Day 10|infected with DNMT3B1M control Day 10 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100456|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B3 control Day 10|infected with DNMT3B3 control Day 10 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100457|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3L control Day 10|infected with DNMT3L control Day 10 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100458|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|EV control Day 42|infected with EV control Day 42 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100459|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B1 control Day 42|infected with DNMT3B1 control Day 42 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100460|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B1M control Day 42|infected with DNMT3B1M control Day 42 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100461|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B3 control Day 42|infected with DNMT3B3 control Day 42 post 24 treatment with 5-Aza-CdR|Small Molecule
GSM2100462|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3L control Day 42|infected with DNMT3L control Day 42 PBS control|Small Molecule
GSM2100463|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B1 control Day 42|infected with DNMT3B1 control Day 42 PBS control|Small Molecule
GSM2100464|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B1M control Day 42|infected with DNMT3B1M control Day 42 PBS control|Small Molecule
GSM2100465|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3B3 control Day 42|infected with DNMT3B3 control Day 42 PBS control|Small Molecule
GSM2100466|N/A|N/A|N/A|N/A|N/A|N/A|Cells|HCT derivative cell line 3ABDKO|in_vitro|ctrl|DNMT3L control Day 42|infected with DNMT3L control Day 42 post 24 treatment with 5-Aza-CdR|Small Molecule
