GSM2299148|1|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|case|CAF1|N/A|Disease
GSM2299149|2|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|case|CAF2|N/A|Disease
GSM2299150|3|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|case|CAF3|N/A|Disease
GSM2299151|4|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|case|CAF4|N/A|Disease
GSM2299152|5|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|case|CAF5|N/A|Disease
GSM2299153|6|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|case|CAF6|N/A|Disease
GSM2299154|7|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|case|CAF7|N/A|Disease
GSM2299155|1|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|ctrl|NPF1|N/A|N/A
GSM2299156|2|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|ctrl|NPF2|N/A|N/A
GSM2299157|3|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|ctrl|NPF3|N/A|N/A
GSM2299158|4|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|ctrl|NPF4|N/A|N/A
GSM2299159|5|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|ctrl|NPF5|N/A|N/A
GSM2299160|6|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|ctrl|NPF6|N/A|N/A
GSM2299161|7|N/A|M|N/A|N/A|Prostate|N/A|N/A|in_vitro|ctrl|NPF7|N/A|N/A
