GSM1560905|N/A|N/A|F|N/A|N/A|Lung Adenocarcinoma|Lung|DFC1024|in_vitro|N/A|N/A|N/A|Disease
GSM1560906|N/A|N/A|F|N/A|N/A|Lung Adenocarcinoma|Lung|DFC1032|in_vitro|N/A|N/A|N/A|Disease
GSM1560907|N/A|N/A|M|43|N/A|Lung Adenocarcinoma|Lung|NCI-H1299|in_vitro|N/A|N/A|N/A|Disease
GSM1560908|N/A|N/A|M|53|N/A|Lung Adenocarcinoma|Lung|NCI-H1355|in_vitro|N/A|N/A|N/A|Disease
GSM1560909|N/A|N/A|M|56|N/A|Lung Adenocarcinoma|Lung|NCI-H1373|in_vitro|N/A|N/A|N/A|Disease
GSM1560910|N/A|N/A|F|55|N/A|Lung Adenocarcinoma|Lung|NCI-H1395|in_vitro|N/A|N/A|N/A|Disease
GSM1560911|N/A|N/A|M|60|N/A|Lung Adenocarcinoma|Lung|NCI-H1437|in_vitro|N/A|N/A|N/A|Disease
GSM1560912|N/A|N/A|F|48|N/A|Lung Adenocarcinoma|Lung|NCI-H1568|in_vitro|N/A|N/A|N/A|Disease
GSM1560913|N/A|N/A|F|35|N/A|Lung Adenocarcinoma|Lung|NCI-H1573|in_vitro|N/A|N/A|N/A|Disease
GSM1560914|N/A|N/A|M|27|N/A|Lung Adenocarcinoma|Lung|NCI-H1650|in_vitro|N/A|N/A|N/A|Disease
GSM1560915|N/A|N/A|F|55|N/A|Lung Adenocarcinoma|Lung|NCI-H1693|in_vitro|N/A|N/A|N/A|Disease
GSM1560916|N/A|N/A|M|50|N/A|Lung Adenocarcinoma|Lung|NCI-H1792|in_vitro|N/A|N/A|N/A|Disease
GSM1560917|N/A|N/A|F|62|N/A|Lung Adenocarcinoma|Lung|NCI-H1944|in_vitro|N/A|N/A|N/A|Disease
GSM1560918|N/A|N/A|F|N/A|N/A|Lung Adenocarcinoma|Lung|NCI-H1975|in_vitro|N/A|N/A|N/A|Disease
GSM1560919|N/A|N/A|F|47|N/A|Lung Adenocarcinoma|Lung|NCI-H1993|in_vitro|N/A|N/A|N/A|Disease
GSM1560920|N/A|N/A|F|68|N/A|Lung Adenocarcinoma|Lung|NCI-H2009|in_vitro|N/A|N/A|N/A|Disease
GSM1560921|N/A|N/A|M|N/A|N/A|Lung Adenocarcinoma|Lung|NCI-H2030|in_vitro|N/A|N/A|N/A|Disease
GSM1560922|N/A|N/A|F|46|N/A|Lung Adenocarcinoma|Lung|NCI-H2122|in_vitro|N/A|N/A|N/A|Disease
GSM1560923|N/A|N/A|F|N/A|N/A|Lung Adenocarcinoma|Lung|NCI-H2228|in_vitro|N/A|N/A|N/A|Disease
GSM1560924|N/A|N/A|M|N/A|N/A|Lung Adenocarcinoma|Lung|NCI-H23|in_vitro|N/A|N/A|N/A|Disease
GSM1560925|N/A|N/A|M|47|N/A|Lung Adenocarcinoma|Lung|NCI-H2405|in_vitro|N/A|N/A|N/A|Disease
GSM1560926|N/A|N/A|F|N/A|N/A|Lung Adenocarcinoma|Lung|NCI-H3255|in_vitro|N/A|N/A|N/A|Disease
GSM1560927|N/A|N/A|M|58|N/A|Lung Adenocarcinoma|Lung|NCI-H522|in_vitro|N/A|N/A|N/A|Disease
GSM1560928|N/A|N/A|M|56|N/A|Lung Adenocarcinoma|Lung|NCI-H647|in_vitro|N/A|N/A|N/A|Disease
GSM1560929|N/A|N/A|M|N/A|N/A|Lung Adenocarcinoma|Lung|NCI-H650|in_vitro|N/A|N/A|N/A|Disease
GSM1560930|N/A|N/A|M|53|N/A|Lung Adenocarcinoma|Lung|NCI-H820|in_vitro|N/A|N/A|N/A|Disease
GSM1560931|N/A|N/A|M|59|N/A|Lung Adenocarcinoma|Lung|NCI-H838|in_vitro|N/A|N/A|N/A|Disease
GSM1560932|N/A|N/A|M|N/A|N/A|Lung Adenocarcinoma|Lung|NCI-H969|in_vitro|N/A|N/A|N/A|Disease
GSM1560933|N/A|N/A|F|N/A|N/A|Lung Adenocarcinoma|Lung|HCC2279|in_vitro|N/A|N/A|N/A|Disease
GSM1560934|N/A|N/A|M|39|N/A|Lung Adenocarcinoma|Lung|HCC2935|in_vitro|N/A|N/A|N/A|Disease
GSM1560935|N/A|N/A|M|>50|N/A|Lung Adenocarcinoma|Lung|HCC4006|in_vitro|N/A|N/A|N/A|Disease
GSM1560936|N/A|N/A|M|53|N/A|Lung Adenocarcinoma|Lung|HCC4011|in_vitro|N/A|N/A|N/A|Disease
GSM1560937|N/A|N/A|F|N/A|N/A|Lung Adenocarcinoma|Lung|HCC4017|in_vitro|N/A|N/A|N/A|Disease
GSM1560938|N/A|N/A|M|N/A|N/A|Lung Adenocarcinoma|Lung|HCC4019|in_vitro|N/A|N/A|N/A|Disease
GSM1560939|N/A|N/A|F|39|N/A|Lung Adenocarcinoma|Lung|HCC827|in_vitro|N/A|N/A|N/A|Disease
GSM1560940|N/A|N/A|F|N/A|N/A|Lung Adenocarcinoma|Lung|PC-9|in_vitro|N/A|N/A|N/A|Disease
