GSM5233845|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|N/A|Genetic
GSM5233846|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ASCL2|Genetic
GSM5233847|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|CDX2|Genetic
GSM5233848|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|CEBPE|Genetic
GSM5233849|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|EBF1|Genetic
GSM5233850|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|EHF|Genetic
GSM5233851|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ELF1|Genetic
GSM5233852|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ELF2|Genetic
GSM5233853|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ELF3|Genetic
GSM5233854|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ELF4|Genetic
GSM5233855|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ELK4|Genetic
GSM5233856|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ETS1|Genetic
GSM5233857|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ETS2|Genetic
GSM5233858|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ETV1|Genetic
GSM5233859|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ETV4|Genetic
GSM5233860|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ETV6|Genetic
GSM5233861|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|ETV7|Genetic
GSM5233862|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|FEV|Genetic
GSM5233863|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|FOSB|Genetic
GSM5233864|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|FOSL2|Genetic
GSM5233865|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|FOXA1|Genetic
GSM5233866|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|FOXA2|Genetic
GSM5233867|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|FOXP1|Genetic
GSM5233868|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|GATA3|Genetic
GSM5233869|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|GATA6|Genetic
GSM5233870|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|HOXA9|Genetic
GSM5233871|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|HOXC9|Genetic
GSM5233872|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|IKZF3|Genetic
GSM5233873|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|IRF8|Genetic
GSM5233874|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|LEF1|Genetic
GSM5233875|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|MSC|Genetic
GSM5233876|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|MYF6|Genetic
GSM5233877|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|MYOG|Genetic
GSM5233878|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|NEUROD1|Genetic
GSM5233879|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|NFE2|Genetic
GSM5233880|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|NFE2L2|Genetic
GSM5233881|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|NFIB|Genetic
GSM5233882|N/A|N/A|F|N/A|N/A|Healthy|Kidney|293T|in_vitro|N/A|N/A|NFIX|Genetic
