GSM1380409|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1569|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380638|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW480|in_vitro|N/A|AZA_D7|5-azacitidine|Small Molecule
GSM1380686|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|Kuramochi|in_vitro|N/A|D3_mock|N/A|None
GSM1380630|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SNUC-1|in_vitro|N/A|AZA_10|5-azacitidine|Small Molecule
GSM1380578|N/A|N/A|N/A|N/A|N/A|N/A|Breast|ZR75-1|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380403|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA453|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380583|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1937|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380439|N/A|N/A|N/A|N/A|N/A|N/A|Breast|BT20|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380483|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1500|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380705|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVCAR5|in_vitro|N/A|D10_Aza|5-azacitidine|Small Molecule
GSM1380384|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA231|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380580|N/A|N/A|N/A|N/A|N/A|N/A|Breast|ZR75-1|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380492|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA415|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380636|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW480|in_vitro|N/A|Mock_D3|N/A|None
GSM1380527|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1954|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380410|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1569|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380655|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SKCO1|in_vitro|N/A|AZA_D3|5-azacitidine|Small Molecule
GSM1380432|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF7|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380681|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|ES2|in_vitro|N/A|D10_Aza|5-azacitidine|Small Molecule
GSM1380499|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA436|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380449|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC38|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380657|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SKCO1|in_vitro|N/A|AZA_D10|5-azacitidine|Small Molecule
GSM1380584|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1937|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380693|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OAW28|in_vitro|N/A|D10_Aza|5-azacitidine|Small Molecule
GSM1380687|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|Kuramochi|in_vitro|N/A|D3_Aza|5-azacitidine|Small Molecule
GSM1380660|N/A|N/A|N/A|N/A|N/A|N/A|Colon|COLO205|in_vitro|N/A|Mock_D3|N/A|None
GSM1380625|N/A|N/A|N/A|N/A|N/A|N/A|Colon|RKO|in_vitro|N/A|AZA_D10|5-azacitidine|Small Molecule
GSM1380624|N/A|N/A|N/A|N/A|N/A|N/A|Colon|RKO|in_vitro|N/A|AZA_D7|5-azacitidine|Small Molecule
GSM1380692|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OAW28|in_vitro|N/A|D10_mock|N/A|None
GSM1380700|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVCAR3|in_vitro|N/A|D3_Mock|N/A|None
GSM1380523|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA175|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380552|N/A|N/A|N/A|N/A|N/A|N/A|Breast|CAMA1|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380397|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA453|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380472|N/A|N/A|N/A|N/A|N/A|N/A|Breast|ZR75-30|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380664|N/A|N/A|N/A|N/A|N/A|N/A|Colon|COLO205|in_vitro|N/A|AZA_D14|5-azacitidine|Small Molecule
GSM1380495|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA175|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380475|N/A|N/A|N/A|N/A|N/A|N/A|Breast|ZR75-30|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380616|N/A|N/A|N/A|N/A|N/A|N/A|Colon|Lovo|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380565|N/A|N/A|N/A|N/A|N/A|N/A|Breast|BT474|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380674|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|EF027|in_vitro|N/A|D3_mock|N/A|None
GSM1380545|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SKBR3|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380618|N/A|N/A|N/A|N/A|N/A|N/A|Colon|Lovo|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380447|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC38|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380604|N/A|N/A|N/A|N/A|N/A|N/A|Colon|DLD1|in_vitro|N/A|AZA_Day14|5-azacitidine|Small Molecule
GSM1380551|N/A|N/A|N/A|N/A|N/A|N/A|Breast|CAMA1|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380642|N/A|N/A|N/A|N/A|N/A|N/A|Colon|CACO-2|in_vitro|N/A|Mock_D3|N/A|None
GSM1380698|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OVCAR3|in_vitro|N/A|D10_Mock|N/A|None
GSM1380436|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MCF7|in_vitro|N/A|Mock_Day21|N/A|None
GSM1380560|N/A|N/A|N/A|N/A|N/A|N/A|Breast|BT474|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380496|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA436|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380389|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA468|in_vitro|N/A|AZA_Day1|5-azacitidine|Small Molecule
GSM1380650|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW620|in_vitro|N/A|AZA_D7|5-azacitidine|Small Molecule
GSM1380562|N/A|N/A|N/A|N/A|N/A|N/A|Breast|BT474|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380396|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA453|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380598|N/A|N/A|N/A|N/A|N/A|N/A|Colon|COLO320|in_vitro|N/A|AZA_10|5-azacitidine|Small Molecule
GSM1380454|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM149|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380529|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1954|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380573|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA361|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380628|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SNUC-1|in_vitro|N/A|Mock_3|N/A|None
GSM1380643|N/A|N/A|N/A|N/A|N/A|N/A|Colon|CACO-2|in_vitro|N/A|AZA_D3|5-azacitidine|Small Molecule
GSM1380459|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM149|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380511|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM192A|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380689|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|Kuramochi|in_vitro|N/A|D10_Aza|5-azacitidine|Small Molecule
GSM1380425|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM19|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380690|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|OAW28|in_vitro|N/A|D3_mock|N/A|None
GSM1380536|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1187|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380569|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA361|in_vitro|N/A|AZA_Day3|5-azacitidine|Small Molecule
GSM1380517|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1419|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380466|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM159|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380714|N/A|N/A|N/A|N/A|N/A|N/A|Ovary|Tyknu|in_vitro|N/A|D3_mock|N/A|None
GSM1380619|N/A|N/A|N/A|N/A|N/A|N/A|Colon|Lovo|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380593|N/A|N/A|N/A|N/A|N/A|N/A|Colon|COLO201|in_vitro|N/A|AZA_D10|5-azacitidine|Small Molecule
GSM1380469|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SUM159|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380542|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SKBR3|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380387|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA231|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380524|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA175|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380549|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SKBR3|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380494|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA175|in_vitro|N/A|Mock_Day10|N/A|None
GSM1380427|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM19|in_vitro|N/A|AZA_Day10|5-azacitidine|Small Molecule
GSM1380566|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA361|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380658|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SKCO1|in_vitro|N/A|AZA_D14|5-azacitidine|Small Molecule
GSM1380661|N/A|N/A|N/A|N/A|N/A|N/A|Colon|COLO205|in_vitro|N/A|AZA_D3|5-azacitidine|Small Molecule
GSM1380547|N/A|N/A|N/A|N/A|N/A|N/A|Breast|SKBR3|in_vitro|N/A|AZA_Day7|5-azacitidine|Small Molecule
GSM1380574|N/A|N/A|N/A|N/A|N/A|N/A|Breast|ZR75-1|in_vitro|N/A|Mock_Day1|N/A|None
GSM1380635|N/A|N/A|N/A|N/A|N/A|N/A|Colon|SW48|in_vitro|N/A|AZA_14|5-azacitidine|Small Molecule
GSM1380568|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA361|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380506|N/A|N/A|N/A|N/A|N/A|N/A|Breast|EFM192A|in_vitro|N/A|Mock_Day3|N/A|None
GSM1380392|N/A|N/A|N/A|N/A|N/A|N/A|Breast|MDA468|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380586|N/A|N/A|N/A|N/A|N/A|N/A|Breast|HCC1937|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380416|N/A|N/A|N/A|N/A|N/A|N/A|Breast|T47D|in_vitro|N/A|Mock_Day7|N/A|None
GSM1380613|N/A|N/A|N/A|N/A|N/A|N/A|Colon|HT29|in_vitro|N/A|AZA_3|5-azacitidine|Small Molecule
