GSM2256724|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256725|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256726|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256727|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256728|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256729|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256730|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256731|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256732|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256733|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256734|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256735|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256736|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256737|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256738|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256739|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256740|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256741|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256742|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256743|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256744|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256745|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256746|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256747|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256748|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256749|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256750|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256751|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256752|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256753|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256754|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256755|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256756|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256757|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256758|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256759|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256760|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256761|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256762|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256763|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256764|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256765|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256766|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256767|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256768|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256769|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256770|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256771|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256772|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256773|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256774|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256775|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256776|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256777|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256778|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256779|N/A|N/A|F|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
GSM2256780|N/A|N/A|M|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|Environmental
