GSM1342560|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342561|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342562|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342563|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342564|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342565|N/A|N/A|N/A|N/A|N/A|N/A|Whole Blood|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342566|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342567|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342568|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342569|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342570|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342571|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342572|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342573|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342574|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
GSM1342575|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|in_vivo|N/A|N/A|N/A|N/A
