GSM4748878|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748879|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748880|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748881|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748882|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748883|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748884|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748885|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748886|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748887|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748888|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748889|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748890|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748891|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748892|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748893|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748894|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748895|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748896|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748897|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748932|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748986|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749007|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748918|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749008|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748933|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748949|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748954|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748904|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748995|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748948|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748988|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748915|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748906|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748976|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748908|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748909|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748924|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748938|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748940|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748911|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749012|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748945|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748912|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748900|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749010|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749011|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748957|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748943|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748992|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748922|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749002|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749006|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748958|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748979|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748952|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748907|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748913|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748914|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748991|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748982|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748974|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749001|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749014|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748955|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748989|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748994|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748960|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748935|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749003|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749009|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748925|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749005|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748920|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748951|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748902|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748996|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748901|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748921|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748910|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748987|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748968|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748978|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748965|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748997|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748903|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748980|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749000|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748917|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748973|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748981|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748919|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748990|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748928|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748983|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748947|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748967|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748971|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748944|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748972|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748942|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748966|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748937|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748916|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748899|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748931|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748936|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748970|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748959|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748929|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748953|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748999|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748930|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749013|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748993|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748950|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748961|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748998|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748969|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748946|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748985|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748963|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748939|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748964|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748984|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748926|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748977|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749015|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748941|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4749004|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748962|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748934|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748927|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748905|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748923|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748898|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748956|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
GSM4748975|N/A|N/A|F|N/A|N/A|N/A|Breast|N/A|N/A|N/A|N/A|N/A|N/A
