GSM3311517|N/A|N/A|N/A|N/A|ATRX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311518|N/A|N/A|N/A|N/A|ATRX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311519|N/A|N/A|N/A|N/A|ATRX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311520|N/A|N/A|N/A|N/A|ATRX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311521|N/A|N/A|N/A|N/A|ATRX and MEN1 mutations|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311522|N/A|N/A|N/A|N/A|ATRX and MEN1 mutations|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311523|N/A|N/A|N/A|N/A|DAXX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311524|N/A|N/A|N/A|N/A|DAXX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311525|N/A|N/A|N/A|N/A|DAXX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311526|N/A|N/A|N/A|N/A|DAXX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311527|N/A|N/A|N/A|N/A|DAXX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311528|N/A|N/A|N/A|N/A|DAXX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311529|N/A|N/A|N/A|N/A|DAXX mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311530|N/A|N/A|N/A|N/A|DAXX and MEN1 mutations|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311531|N/A|N/A|N/A|N/A|DAXX and MEN1 mutations|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311532|N/A|N/A|N/A|N/A|DAXX and MEN1 mutations|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311533|N/A|N/A|N/A|N/A|DAXX and MEN1 mutations|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311534|N/A|N/A|N/A|N/A|DAXX and MEN1 mutations|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311535|N/A|N/A|N/A|N/A|MEN1 mutation|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|case|A-D-M Mutant PanNETs|N/A|Genetic
GSM3311536|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311537|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311538|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311539|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311540|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311541|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311542|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311543|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311544|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311545|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311546|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311547|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
GSM3311548|N/A|N/A|N/A|N/A|Wild-type ATRX, DAXX, MEN1|Pancreatic neuroendocrine tumor|Pancreas|N/A|in_vivo|ctrl|A-D-M WT PanNETs|N/A|None
