GSM5398314|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|PRE-ADT|N/A|Disease
GSM5398315|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|PRE-ADT|N/A|Disease
GSM5398316|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|PRE-ADT|N/A|Disease
GSM5398317|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|PRE-ADT|N/A|Disease
GSM5398318|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|PRE-ADT|N/A|Disease
GSM5398319|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|1wk_POST-ADT|N/A|Disease
GSM5398320|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|1wk_POST-ADT|N/A|Disease
GSM5398321|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|1wk_POST-ADT|N/A|Disease
GSM5398322|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|1wk_POST-ADT|N/A|Disease
GSM5398323|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|1wk_POST-ADT|N/A|Disease
GSM5398324|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|1wk_POST-ADT|N/A|Disease
GSM5398325|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|RT|N/A|Disease
GSM5398326|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|RT|N/A|Disease
GSM5398327|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|RT|N/A|Disease
GSM5398328|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|RT|N/A|Disease
GSM5398329|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|ctrl|RT|N/A|Disease
GSM5398330|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|PRE-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398331|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|PRE-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398332|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|PRE-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398333|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|PRE-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398334|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|PRE-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398335|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|1wk_POST-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398336|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|1wk_POST-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398337|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|1wk_POST-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398338|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|1wk_POST-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398339|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|1wk_POST-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398340|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|1wk_POST-ADT|shNCOR2_V2LHS-251658|Genetic
GSM5398341|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|RT|shNCOR2_V2LHS-251658|Genetic
GSM5398342|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|RT|shNCOR2_V2LHS-251658|Genetic
GSM5398343|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|RT|shNCOR2_V2LHS-251658|Genetic
GSM5398344|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|RT|shNCOR2_V2LHS-251658|Genetic
GSM5398345|N/A|N/A|M|N/A|N/A|Prostate Cancer|N/A|CWR22|in_vivo|case|RT|shNCOR2_V2LHS-251658|Genetic
