GSM4221407|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221408|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221409|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221410|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221411|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221412|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221413|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221414|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221415|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221416|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221417|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221418|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221419|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221420|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221421|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221422|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221423|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221424|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221425|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221426|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221427|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221428|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221429|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221430|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221431|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221432|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221433|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221434|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221435|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221436|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221437|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221438|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221439|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221440|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221441|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221442|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221443|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221444|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221445|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221446|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221447|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221448|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221449|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
GSM4221450|N/A|N/A|M|N/A|healthy|Muscle|N/A|in_vivo|N/A|N/A|N/A|N/A|N/A
